,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.01, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9589151500653182,51.07461157713063,0.016241829044991003,24.548507690429688,38.836704773774024,0.9590215830434284,0.8551003853351169,-62.22290832916446,0.033700829720675105,-27.913115844726565,-42.406134605407715,0.8763182405260806,1,1,0,1,1,1,0,0,0,3,0,0,3
"ExtraTreesRegressor(max_depth=20, n_estimators=61, n_jobs=-4)",0.9493285897339049,56.721239902810055,0.023587793162684473,26.955819672131156,40.46856668143553,0.9498428585837511,0.8345613063415651,-65.70328277665158,0.039431778071723704,-26.608565573770477,-42.601354153005474,0.8623664950697707,2,2,2,2,2,2,2,2,1,1,1,1,8
<catboost.core.CatBoostRegressor object at 0x000001DC804D0FD0>,0.9619865540033369,49.12842490329746,0.021375399466949295,33.47097237720294,38.83474894251749,0.9621001499650594,0.8210396371869038,-64.34588583778441,0.041923551803856964,-27.389541276089677,-43.246297026945385,0.8313574890269496,0,0,1,5,0,0,3,1,3,2,2,7,18
"GradientBoostingRegressor(learning_rate=0.05, max_depth=7, n_estimators=500,
                          subsample=0.9)",0.9343696585235627,64.55301809190537,0.03214876121953395,24.162122534328404,41.01489872659238,0.9344482985345739,0.8131393939856564,-69.14161195147884,0.04087427065456036,-26.326452643757705,-45.106442671412665,0.8368363220449437,5,5,6,0,3,5,5,5,2,0,3,4,19
"RandomForestRegressor(max_depth=10, n_estimators=200)",0.9374689218412506,63.01039155842628,0.028589651655383557,31.981135383452823,44.27372505203752,0.9376139301870529,0.8439461850306035,-66.040584082615,0.043343474290331994,-30.89207891146276,-45.46626273490933,0.8590938176658497,4,4,3,4,5,4,1,3,5,4,4,2,19
"LGBMRegressor(learning_rate=0.03, max_depth=7, n_estimators=350, num_leaves=5)",0.949149953427128,56.82113408618438,0.02910012539122167,34.88015368974715,42.95071817756596,0.9491901039474423,0.8192930586846744,-68.28884120935838,0.04296965109467274,-32.15963088474454,-47.181354386403214,0.8348549721051797,3,3,4,6,4,3,4,4,4,6,5,5,28
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9291532096856906,67.06938279000425,0.03202719673171897,35.67891711229947,49.1049263011557,0.9308694784608256,0.8123351189303192,-71.8544266690657,0.04953655598189404,-41.175732706023794,-51.45813985035894,0.8329865047711135,7,7,5,7,6,7,6,6,6,7,7,6,38
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.9286764909224307,67.29465501019112,0.04310761194243148,44.37139000000002,52.682981072930026,0.9301305485636495,0.8113119391850997,-75.3187816863708,0.06364660254077223,-52.544846801587255,-56.76685141649784,0.8397958554617482,8,8,7,9,8,8,7,7,8,10,8,3,43
"DecisionTreeRegressor(max_depth=25, min_samples_split=10)",0.8739439177150132,89.46354904002325,0.05718568629590732,29.461111111111137,54.8783614864865,0.8756105583705129,0.7431722122341816,-76.5623191844068,0.05255815076857274,-30.979079365079354,-51.08161991931217,0.7885473881059343,13,13,8,3,9,13,10,8,7,5,6,8,44
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.9319593293214241,65.727711737912,0.1276916911386509,48.31277333688273,52.480930798424616,0.9325374946737521,0.7527934001248067,-76.80059967834598,0.14684871287915213,-43.3966596408964,-56.93483657088179,0.7802233087884936,6,6,13,10,7,6,8,9,12,8,9,9,55
"Lasso(alpha=0.2, max_iter=4000)",0.8989651613127969,80.09396546692932,0.07762615079511753,59.13835589421916,63.651033128807775,0.9006366094077752,0.7354512153630435,-89.82663258041818,0.08313373938662132,-57.77415716057054,-69.94144207436754,0.7775095334059368,10,10,9,11,11,10,11,10,9,11,11,10,62
"MLPRegressor(hidden_layer_sizes=(60, 7), max_iter=60, solver='lbfgs')",0.9159258568962718,73.06265415079605,0.08550771418806336,43.3856854787694,56.30832589914098,0.9167971630969565,0.7446981432974378,-95.80919827718937,0.09273313515668635,-45.47265102316864,-61.86087324537759,0.7438698772404859,9,9,12,8,10,9,9,12,11,9,10,12,63
"Ridge(alpha=0.1, solver='saga')",0.8985161075698084,80.27175869326187,0.07946824219130828,59.25715192036708,64.0098585994316,0.9003258444092584,0.7290257243330209,-90.18772576284188,0.08852335591002183,-59.142332460814124,-70.71611257402814,0.7701277204083349,11,11,10,12,12,11,12,11,10,13,12,11,69
LinearRegression(),0.8973854425532943,80.71768694726333,0.08169165730605228,60.7180101382246,64.57118112459803,0.8994611956564843,0.6033266882764684,-104.9075720652673,0.15695934650944482,-58.852144593011566,-76.24919717547081,0.6636871758606652,12,12,11,13,13,12,13,13,13,12,13,13,77
