,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9270100266736936,56.20617429441712,0.017116116649961856,22.199493408203125,38.76138523646763,0.927441762776767,0.8817409279707784,-46.41473140933098,0.015624760041813648,-24.309567260742188,-33.394854234246644,0.8881040279266216,0,0,0,2,0,0,1,0,0,0,1,2,4
<catboost.core.CatBoostRegressor object at 0x00000206695B0280>,0.9194965305166041,59.02822474823712,0.026075291147572285,30.07573858208025,42.41933759540153,0.9202706862796703,0.8926270535726732,-47.66847619951948,0.020178190856955353,-24.426950456182386,-33.10504563210917,0.897651574366489,1,1,3,5,3,1,0,1,3,1,0,0,5
"GradientBoostingRegressor(learning_rate=0.07, max_depth=5, n_estimators=650,
                          subsample=0.6)",0.9066841997445019,63.55211608080308,0.023361253344171735,18.355973660116547,38.989266166272785,0.907347596257633,0.8669613621550729,-50.313714627900616,0.01832621676034924,-25.471630029524487,-34.39875177920676,0.8966350698637384,2,2,2,0,1,2,2,2,2,2,2,1,11
"ExtraTreesRegressor(max_depth=15, n_estimators=21, n_jobs=-4)",0.9038636715574506,64.50541732210793,0.020364886873154284,20.47619047619048,39.46550048590865,0.9038784871432268,0.8626513885953466,-54.5744596889082,0.018174653074044214,-29.382142857142856,-35.97194269374416,0.8777578385733523,3,3,1,1,2,3,3,3,1,3,3,3,16
"RandomForestRegressor(max_depth=14, n_estimators=200)",0.881267496579744,71.68647667365619,0.030824614128137584,22.99000000000001,46.52331632653061,0.8824745671663707,0.8294021512686521,-58.991570720715096,0.025813883408512685,-31.316562499999996,-42.414244409205985,0.876693311225208,4,4,4,3,4,4,4,4,4,4,4,4,24
"LGBMRegressor(learning_rate=0.09, max_depth=19, n_estimators=650, num_leaves=8)",0.8600413484880401,77.83094401319602,0.04369623928417094,24.83966281120729,54.49328687870991,0.8604734687731748,0.8247389689763829,-60.31894800726653,0.030636978330007936,-33.20437885455381,-43.03583018556324,0.8534802226832173,6,6,7,4,6,6,5,5,5,5,5,5,30
"AdaBoostRegressor(loss='square', n_estimators=110)",0.8513310395976956,80.21629066298901,0.04258437524713926,37.69565217391303,53.596621612586134,0.8523510785870562,0.8064456648191269,-62.777969068560225,0.03204048728587299,-36.3852494114043,-49.21397831326304,0.8370305610228582,8,8,5,8,5,8,6,6,6,6,6,6,36
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.8609724796067748,77.57161116341163,0.05308008703106146,43.085833333333426,57.7356462585034,0.8611904102384591,0.755801981847736,-68.72107688682786,0.04861017111834118,-40.185968809523814,-53.71681157563025,0.8309203453589202,5,5,13,10,10,5,9,8,7,7,9,7,47
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.8551318531152425,79.18426241499128,0.05181674538940495,40.38734708478114,56.896396297596226,0.8558893523871585,0.7917113717275022,-68.70905517738358,0.07627700823125205,-42.3913889125014,-51.077880733140304,0.830771446455009,7,7,12,9,9,7,7,7,13,8,8,8,51
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(70, 9), max_iter=60, solver='lbfgs')",0.8507337528706737,80.3772660929615,0.04349549625890819,37.24192564844509,55.70322926153774,0.8509170675042405,0.7631906018579888,-73.22270191317051,0.05011535906300164,-44.193220957467794,-49.96197338166099,0.808385167985637,9,9,6,7,8,9,8,9,9,10,7,9,52
DecisionTreeRegressor(max_depth=5),0.8422896956970942,82.61948017971109,0.0439066607689813,32.75,55.25114188532556,0.844386992691614,0.6842489030274332,-88.8322812024527,0.049770089220305576,-42.73923043910854,-57.85943203749188,0.7386748902666866,10,10,8,6,7,10,13,13,8,9,10,10,63
"Lasso(alpha=0.8, max_iter=3000)",0.8279970336439415,86.28203741275051,0.051267730236981134,46.662652223347834,65.22590166392737,0.8284819264356632,0.7073282792662472,-82.11480941773394,0.05823425297997283,-58.11076368906267,-64.4677174368796,0.7194707616754444,13,13,10,11,13,13,10,10,10,13,13,11,67
"Ridge(alpha=0.1, solver='saga')",0.828693459706408,86.10718575689923,0.05132775553397965,52.63483681942199,64.60186117742336,0.8288847618295699,0.6979349356342779,-82.53599741021932,0.06320208787244143,-57.61537753532284,-64.20825718030034,0.7087471503845795,11,11,11,13,12,11,11,11,11,12,12,12,69
LinearRegression(positive=True),0.828692318357018,86.10747260590125,0.05071818616614736,52.51265034553279,64.21488642564825,0.8288834539210497,0.6965072853336484,-82.70730479812558,0.06529049519602982,-56.88684926023527,-64.13003008645349,0.706739829099857,12,12,9,12,11,12,12,12,12,11,11,13,71
