,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9290615621163062,58.394348325594834,0.023838119753607546,25.84937286376953,40.02136907162874,0.9308203116210587,0.9480791624404388,-40.84685454622535,0.012107121930369462,-19.937943267822266,-29.26498076375326,0.95152368074605,2,2,2,2,2,3,0,0,0,0,0,0,0
"GradientBoostingRegressor(learning_rate=0.05, n_estimators=650, subsample=0.6)",0.9280261306390689,58.81897219715376,0.024033608089793577,27.03861686042518,40.33854835408256,0.9314842178887793,0.9342687013238304,-46.145525787223214,0.016503259657638356,-26.687234331086906,-33.20846266415292,0.9362941360271859,3,3,4,3,3,2,1,1,1,3,1,2,9
<catboost.core.CatBoostRegressor object at 0x000001F0A8E0B250>,0.9236337267554291,60.587189115315134,0.03381554457069917,22.903145429517508,40.53450404195028,0.9242151364423863,0.9323390604558558,-47.477581352577076,0.026004770104902295,-24.93332704835986,-34.03979955940171,0.9364530157572861,6,6,7,1,4,6,3,2,3,1,2,1,12
"ExtraTreesRegressor(max_depth=20, n_estimators=41, n_jobs=-5)",0.9403673653295467,53.53921565993089,0.020824888438656666,22.46585365853656,36.72036055143161,0.9427843369588347,0.9326568041651118,-52.44167954421468,0.018870847044616234,-26.260121951219496,-35.22341260162601,0.9338142779152253,0,0,0,0,0,0,2,3,2,2,3,3,15
"RandomForestRegressor(max_depth=22, n_estimators=650)",0.9327611413812746,56.851270163131026,0.02224204095652043,27.249538461538464,39.70301672240806,0.9345813313097229,0.9040393639045254,-55.62338942399454,0.026207814287430437,-28.02660769230779,-39.55559506410257,0.9156937311579174,1,1,1,4,1,1,5,5,4,4,4,4,26
"LGBMRegressor(learning_rate=0.11, max_depth=13, n_estimators=500, num_leaves=8)",0.9250388513381278,60.02720500530512,0.030892769084075556,30.30579827170766,43.536940890854154,0.9274373612077035,0.9056418424124588,-55.56059293445885,0.03494578307357385,-39.424943217005875,-42.18071563880615,0.908772195439443,4,4,6,6,6,4,4,4,6,8,6,5,33
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9244060096545612,60.280055176621225,0.028888952489008912,29.216233766233785,45.332925562420364,0.9263497287039383,0.8914728251773127,-59.83107775647014,0.0279966137582603,-36.53473394572759,-44.125018117042316,0.8991213714959979,5,5,5,5,7,5,6,6,5,6,7,6,36
"DecisionTreeRegressor(max_depth=10, min_samples_split=5)",0.9009255837825066,69.00979967867478,0.023958895104606203,32.25,42.71123188405796,0.9009542704359244,0.8793620049145291,-63.942846907459376,0.03518715986255805,-35.71333333333333,-40.875635416666675,0.8822913525892032,7,7,3,7,5,7,7,7,7,5,5,8,39
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.858565373487136,82.45326920012484,0.05669972625260228,47.656091492351464,61.381365648958486,0.8620720002326302,0.8761723735399993,-69.80314000321601,0.07303737821238694,-37.18366429786746,-53.959964415430974,0.8833480856443927,10,10,10,10,10,10,8,10,10,7,10,7,52
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.8829109897085841,75.02190249097684,0.051837150930383526,40.269472789115625,55.11846917347665,0.8842921166208356,0.8666075337870864,-67.31563668664988,0.05073752843476724,-47.03598223237075,-52.54713555029058,0.8730328675156066,9,9,9,9,9,9,9,8,8,10,9,10,54
"SVR(C=1.6, cache_size=4000, epsilon=0.06, gamma=4, kernel='poly')",0.8991949152313576,69.60993453495624,0.0481081686856786,34.22311308338635,51.21078627364679,0.8993192961384908,0.8542002116647287,-68.72240267019897,0.1836314177084084,-40.84214180608372,-51.091184082151,0.8764838416321068,8,8,8,8,8,8,10,9,12,9,8,9,57
"Lasso(alpha=0.1, max_iter=4000)",0.8329823777021705,89.60064873242555,0.06202453249042901,50.68571881612877,68.94433151934267,0.8365935767111715,0.7778337517668283,-84.21708870964828,0.0892982017396527,-54.50170310346418,-67.29860796329926,0.813725136695527,12,12,11,11,11,12,11,11,11,11,11,12,67
Ridge(solver='sag'),0.842040181589767,87.13714344070742,0.06499530990649602,56.14195807947428,69.14573717498081,0.8451947946634892,0.7764358760904357,-84.31220959659684,0.07242912057249747,-62.441791406747896,-69.45679941279874,0.814642165580271,11,11,13,13,13,11,12,12,9,13,12,11,69
LinearRegression(),0.8321673889598825,89.81899292049464,0.06226779495558205,51.331342841292184,69.07760485617835,0.8359203992389135,-4.528079632357789,-363.62510107717856,0.1850435457816372,-55.420200829247825,-107.26176394612192,-4.038409422582648,13,13,12,12,12,13,13,13,13,12,13,13,77
