,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x000001DF8A02B430>,0.951333377,53.01863595,0.024395055,31.11240535,38.274149,0.954691793,0.883075204,-48.64550644,0.024616099,-26.62506907,-34.67507122,0.899415116,4,4,6,6,2,4,0,1,1,1,0,0,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=350, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.954694383,51.15510376,0.020912992,25.53211975,37.2525601,0.955291027,0.849223197,-48.51420165,0.022247995,-25.63696106,-35.66490852,0.874010056,1,1,5,1,1,3,3,0,0,0,1,1,5
"GradientBoostingRegressor(learning_rate=0.03, n_estimators=650, subsample=0.6)",0.952345163,52.46460896,0.015726392,30.54270723,39.06024888,0.956970243,0.864485937,-51.79506544,0.0249559,-26.63746013,-37.70316722,0.850721808,3,3,2,4,4,2,1,2,3,2,2,3,13
"ExtraTreesRegressor(max_depth=15, n_estimators=21, n_jobs=-5)",0.96770115,43.19231447,0.011986396,25.83333333,32.67667148,0.969094768,0.854673775,-54.7510975,0.024621501,-30.195,-39.3225671,0.842265337,0,0,0,2,0,0,2,3,2,3,3,4,17
"RandomForestRegressor(max_depth=26, n_estimators=200)",0.952859987,52.18044664,0.014488705,24.2895,38.41198485,0.957295399,0.782746918,-62.82626612,0.033991654,-33.9027,-43.56954909,0.835667004,2,2,1,0,3,1,6,6,5,5,4,5,31
"AdaBoostRegressor(loss='square', n_estimators=80)",0.940190881,58.7755426,0.017915016,36.83333333,47.78547962,0.944170165,0.739166435,-60.72271233,0.027906304,-37.90080766,-44.83123605,0.814617734,6,6,4,10,8,7,9,4,4,6,5,7,35
"LGBMRegressor(learning_rate=0.11, max_depth=19, n_estimators=650, num_leaves=5)",0.923836039,66.32659527,0.040087109,33.14332816,49.18965778,0.923836439,0.781841671,-60.76200829,0.040919611,-33.29416391,-45.86496771,0.801007424,9,9,8,7,9,9,7,5,6,4,6,8,36
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.947476215,55.07962197,0.026930461,40.60993333,43.53490865,0.948932046,0.800894532,-66.77685339,0.045926359,-41.42486667,-51.37076813,0.832675979,5,5,7,12,6,5,4,8,7,9,9,6,43
"SVR(C=1.6, cache_size=2000, epsilon=0.01, gamma=4, kernel='poly')",0.935190551,61.18318901,0.138166405,30.19989033,43.6075451,0.936858171,0.777115295,-67.04951028,0.071049078,-40.29281478,-50.12521,0.851671056,8,8,13,3,7,8,8,9,9,7,8,2,43
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(30, 7), max_iter=40, solver='lbfgs')",0.850838014,92.82009814,0.058210727,34.27413881,59.3338037,0.851447975,0.800551812,-65.40403274,0.116138942,-42.8399811,-49.11098397,0.754541553,13,13,9,8,11,13,5,7,13,10,7,9,51
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=2, min_samples_split=5)",0.937556275,60.05613057,0.017522055,31,43.39469697,0.946453922,0.565089553,-74.52214788,0.0581425,-40.7,-57.6015303,0.566662883,7,7,3,5,5,6,13,10,8,8,10,13,62
"Ridge(alpha=0.1, solver='sag')",0.870741826,86.40561258,0.072457279,38.87860925,59.85194104,0.871090456,0.603092504,-82.54073071,0.090921986,-58.04911509,-66.47818343,0.681238691,11,11,11,11,12,11,11,11,11,12,12,11,68
"Lasso(alpha=0.8, max_iter=3000)",0.878812685,83.664559,0.066170773,40.65739495,59.22046502,0.878999432,0.604870808,-82.78934192,0.071190177,-58.88582889,-67.10714828,0.685249792,10,10,10,13,10,10,10,13,10,13,13,10,69
LinearRegression(positive=True),0.861672053,89.38567205,0.074507547,35.67048296,60.21474468,0.861922591,0.593642325,-82.73514099,0.102509488,-57.4943911,-66.3423442,0.675992779,12,12,12,9,13,12,12,12,12,11,11,12,70
