,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9649932335549638,43.728748838126855,0.010478343842254365,26.45892333984375,33.6993242668383,0.9661256656130809,0.8682141586889797,-49.06233355281518,0.02137894448341661,-28.321374359130857,-36.08418736128373,0.8869014658488874,1,1,1,0,1,1,0,0,0,0,0,0,0
"ExtraTreesRegressor(max_depth=25, n_estimators=21, n_jobs=-4)",0.9709156886243439,39.85845364810025,0.009542663522935787,30.333333333333314,30.589754689754688,0.9713767254915081,0.8398485376982473,-52.221668130040285,0.023698270601617222,-28.86238095238095,-40.7105670995671,0.8694497218099839,0,0,0,3,0,0,2,1,1,2,3,2,11
<catboost.core.CatBoostRegressor object at 0x000001DF802BE550>,0.9615105201938684,45.85240014653715,0.01862040844923642,29.03713317669292,35.2802400377919,0.9615122326698169,0.8574902114769147,-53.0737425709175,0.029353029115694266,-29.62345414445955,-36.96794161014159,0.8735243152157025,2,2,4,1,2,2,1,2,3,3,1,1,11
"GradientBoostingRegressor(learning_rate=0.07, max_depth=5, n_estimators=650,
                          subsample=0.9)",0.9178052432499084,67.00591009100276,0.01831566860191301,33.082311563833855,47.25116556239026,0.9199220600056272,0.8150597974755864,-61.064603407213276,0.027113022355961622,-28.363652418940404,-39.59819366081321,0.8411723941158276,6,6,2,5,5,6,3,4,2,1,2,5,17
"RandomForestRegressor(max_depth=26, n_estimators=500)",0.9285699776338102,62.464237950870974,0.018550967065025882,38.09780000000001,47.748193939393964,0.9296427568404059,0.8139951635842836,-59.91423660117243,0.03240046451563599,-34.499840000000106,-41.62917709090912,0.862576527575993,5,5,3,7,6,5,4,3,4,4,4,3,22
"LGBMRegressor(learning_rate=0.07, max_depth=13, n_estimators=200, num_leaves=5)",0.8656783642804622,85.65723254988299,0.032264447337355104,58.3153050192044,65.03032724383807,0.8669315243220042,0.7939033221149119,-61.092878920332566,0.038568150413776155,-38.669822920556385,-46.90717238522082,0.813999258800376,13,13,10,13,13,13,5,5,6,6,5,7,34
"AdaBoostRegressor(learning_rate=0.1, n_estimators=80)",0.8889124019305044,77.89755764814424,0.028777209585512636,43.352000000000004,59.227937795767936,0.8895639570972987,0.7857059873532111,-71.1640985224383,0.0372482444396131,-43.03731657231657,-49.154408796141425,0.844427635045772,9,9,8,9,12,11,6,8,5,8,7,4,38
"BaggingRegressor(max_features=0.7000000000000001, max_samples=0.5,
                 n_estimators=50)",0.9175284540626231,67.11863579647068,0.02594776968881515,42.52999999999997,54.69521500721501,0.9175758738661487,0.753594715980263,-67.80916440933713,0.04850456400674014,-47.52063333333334,-51.36020227272728,0.8221051689871134,7,7,6,8,7,7,8,7,7,9,8,6,45
"SVR(C=1.6, cache_size=3000, epsilon=0.01, gamma=4, kernel='poly')",0.9399166239092928,57.28860100634051,0.0266581916792251,29.963268516148332,41.80619245343779,0.940608301857845,0.7596656977636975,-74.758312904795,0.13413381061237903,-39.545827531088484,-52.15039885976866,0.80462307358333,3,3,7,2,3,3,7,9,10,7,9,8,50
"MLPRegressor(hidden_layer_sizes=(50, 5), max_iter=60, solver='lbfgs')",0.9312120608757631,61.298126650254304,0.03196862997557061,33.63284012082829,43.450128876781534,0.9402986991401654,0.7358352209018542,-67.2908984041476,0.22253465385708288,-52.801377168336195,-47.18531264955889,0.8024099738259555,4,4,9,6,4,4,9,6,12,10,6,9,52
"DecisionTreeRegressor(max_depth=5, min_samples_leaf=2)",0.887391825273324,78.42887988725141,0.02252155881101647,32.53333333333336,56.34511183261183,0.8890790201815079,0.6081015293394537,-91.33848450843999,0.061093343098132316,-36.89780952380952,-59.538894582185506,0.6350047366237168,12,12,5,4,8,12,11,13,8,5,10,13,60
Ridge(solver='saga'),0.8938416946156489,76.14967280185043,0.0518245180937972,49.44599191346629,58.3121900568589,0.8945754443001704,0.6342870891082981,-83.844088262644,0.07338284670117147,-63.76423933996847,-68.37787178972239,0.6970824477103565,8,8,13,10,11,8,10,12,9,13,13,10,67
"Lasso(alpha=0.1, max_iter=4000)",0.8887438343329432,77.95663727003424,0.04738240385017151,52.04581426009668,57.0834739035755,0.8934173581571011,0.5917745328966234,-82.71217801482283,0.2483903122083126,-58.1448690354761,-65.4661784705007,0.6657226445630012,10,10,11,11,9,9,12,10,13,12,11,11,69
LinearRegression(positive=True),0.8875186887267967,78.38468876841144,0.04766065946602314,52.62474141768928,57.23827802534725,0.8923679880380637,0.5887244195169885,-82.8870376743938,0.15055246917762802,-57.84421928664682,-65.49718027572538,0.6636351391824229,11,11,12,12,10,10,13,11,11,11,12,12,70
