,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=350, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9553518179430373,45.7992415943381,0.010959433466111905,19.9884033203125,31.420164713045445,0.9554969786355807,0.8842736965952579,-46.08582724351883,0.015914731906798166,-22.81532402038574,-32.33579383682418,0.8915096589963832,2,2,2,1,2,2,0,0,1,0,0,0,1
"ExtraTreesRegressor(max_depth=15, n_estimators=61, n_jobs=-3)",0.9611427903988419,42.725996564634066,0.007881201720062016,14.065573770491824,27.564014394242307,0.9616124548608526,0.8682647527467864,-47.101358900480854,0.019196854081489557,-25.33153786104605,-33.60756219385611,0.8865084528650385,1,1,0,0,0,1,2,1,2,2,1,1,9
"GradientBoostingRegressor(learning_rate=0.07, max_depth=5, n_estimators=350,
                          subsample=0.6)",0.9638115616141036,41.23265664800773,0.009297101255841418,22.6192101870663,30.828211910722974,0.9639783825222407,0.8767980180202419,-48.9858720859903,0.014692618982441005,-25.44787875386068,-33.97489885358832,0.8841866984305472,0,0,1,2,1,0,1,2,0,3,2,2,10
<catboost.core.CatBoostRegressor object at 0x000002530BA3C7F0>,0.9440581199189725,51.265467861412326,0.019302275249464162,30.660492806430284,38.78425903728053,0.9440871123736513,0.8541772535161469,-49.579232509682214,0.023651296282009175,-25.031891578258683,-34.996619011398835,0.8719132387653822,3,3,5,3,3,3,3,3,3,1,3,3,16
"RandomForestRegressor(max_depth=14, n_estimators=500)",0.9430180255510024,51.739847349091754,0.013571476404834195,31.274,39.299902439024386,0.943082462801548,0.839065105178836,-55.427362612026315,0.024740368628519513,-28.88624642857142,-39.20793416083917,0.84525211849879,4,4,3,4,4,4,4,4,4,4,4,4,24
"LGBMRegressor(learning_rate=0.03, max_depth=19, n_estimators=350, num_leaves=8)",0.9038295687864063,67.21669859495191,0.02221587745646506,50.34294242304907,54.41152148726599,0.9039073814296885,0.7453640193528467,-64.16618896012463,0.035206372669223676,-35.38599364303228,-47.131856187948564,0.8174617709160363,7,7,6,12,10,7,7,7,6,5,7,7,39
"SVR(C=1.6, cache_size=4000, epsilon=0.01, gamma=4, kernel='poly')",0.9008637193461292,68.24529365557287,0.11362565416937175,44.09891774520065,52.00729872182341,0.9024673766433536,0.8022029053895439,-63.326809147226385,0.09827715945060753,-39.31698367970404,-46.872667853299966,0.8229129626729567,8,8,12,9,7,8,5,5,13,7,6,6,42
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.9339367754761136,55.71040043056572,0.0276492025058588,35.1783333333334,43.42988821138213,0.9339953692235438,0.7844945123764003,-63.76209615537732,0.045883304738472235,-43.606483333333315,-51.34381091051805,0.8246017909279436,5,5,8,5,5,5,6,6,7,9,9,5,42
"AdaBoostRegressor(learning_rate=0.001, loss='square')",0.9244507914265623,59.576002056696424,0.017821636688713182,36.400000000000006,44.60199012711803,0.9244710719314395,0.7284209451211032,-67.61451715903532,0.030842146352482284,-40.501160700220694,-48.26592150050443,0.7663324061592975,6,6,4,6,6,6,8,9,5,8,8,9,47
"DecisionTreeRegressor(max_depth=15, min_samples_split=10)",0.8984674951282728,69.0651479609741,0.026052901270205424,44.33333333333337,52.822502903600466,0.898470122127079,0.6518668983007357,-65.58619600693277,0.04828931145702414,-38.75081349206349,-45.05232099249956,0.6568834277663071,9,9,7,10,9,9,13,8,8,6,5,13,53
"MLPRegressor(hidden_layer_sizes=(70, 8), max_iter=40, solver='lbfgs')",0.895854714829138,69.94814521595661,0.2223409149410929,41.13377657830051,52.60252122685669,0.8959522335014427,0.6993293314453497,-71.00324073729425,0.06607357139995387,-45.57686263337399,-53.521608497278315,0.8107143045734698,10,10,13,7,8,10,12,10,12,10,10,8,62
"Lasso(alpha=0.8, max_iter=3000)",0.864210509642039,79.87106501016002,0.03582351264545805,41.832569492816276,61.91616401017251,0.8680643681504077,0.7146644204359677,-76.1451743652512,0.05050517914971863,-51.67535086906854,-60.65643390115348,0.7410174173014409,11,11,9,8,11,11,9,11,9,13,11,10,63
"Ridge(alpha=0.1, solver='sag')",0.8618587827159305,80.55973622651454,0.03860096750003275,44.90165290326962,63.03505228942384,0.8661259818050278,0.7040824108622041,-77.12086535652791,0.05801360875655906,-50.43420447211114,-60.91969276274457,0.7326945415181433,12,12,10,11,12,12,10,12,10,12,13,11,68
LinearRegression(positive=True),0.8601719202536572,81.05010708952643,0.04024755547436673,50.74488908641433,63.32989258595981,0.8644346421473663,0.7032948011909488,-77.27888545617098,0.061217281342346115,-50.2674602112585,-60.74765848073504,0.730577201479527,13,13,11,13,13,13,11,13,11,11,12,12,70
