,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x000001E9B4B017F0>,0.9041513886239088,63.856243974735925,0.031780936904275546,34.13367018444103,46.414159653779286,0.9041533762052452,0.816800116680918,-52.06388304787185,0.02427859052997565,-24.597761115547314,-36.434141719606245,0.8940406101547081,1,1,3,4,3,1,2,0,1,0,0,0,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.8925553474283363,67.60874277204414,0.029025896703064668,27.607513427734375,45.12403557517312,0.8931687949923175,0.8184077719786966,-53.512451040686635,0.02233927234399843,-31.060497283935547,-38.429212748209636,0.8920566689504241,2,2,1,0,1,2,1,1,0,2,1,1,6
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=500, subsample=0.6)",0.8859387186918021,69.65937604099989,0.03585106944505816,33.34157525696804,50.39655345536362,0.8876857766119485,0.8646726742878246,-56.86193628663839,0.02579688400979072,-33.17586400911422,-42.09416497673152,0.8800323917968967,4,4,6,3,4,4,0,2,3,3,3,3,14
"ExtraTreesRegressor(max_depth=10, n_estimators=41, n_jobs=-4)",0.8899771508500496,68.41508969853133,0.03079324415165243,31.977642276422728,45.699606694118884,0.8904512849790729,0.7520265806375424,-61.661953596022016,0.024660483151292514,-27.406673497373824,-40.44703264730776,0.8863542265862924,3,3,2,1,2,3,5,3,2,1,2,2,15
"RandomForestRegressor(max_depth=10, n_estimators=200)",0.9092526925536769,62.133716436507655,0.026452920681274365,32.68858333333333,44.57351258116882,0.9096686174551558,0.7951418655840954,-63.58815519993395,0.032395884634980464,-36.884416606187926,-45.18610885116301,0.8720675142604442,0,0,0,2,0,0,3,4,4,4,4,4,23
"LGBMRegressor(learning_rate=0.07, max_depth=19, n_estimators=650, num_leaves=8)",0.876614234785601,72.45076683447749,0.03264788459206032,40.62289241649199,56.29337855660135,0.8782072825523564,0.7251945033573645,-67.69276385908594,0.0403309600258738,-39.57658946312676,-49.14337150796029,0.8164633000489921,6,6,5,6,6,6,6,5,6,5,5,8,35
"SVR(C=1.6, cache_size=4000, epsilon=0.01, gamma=4, kernel='poly')",0.8165645709679195,88.33891624852757,0.06368615649095667,50.74956302496702,62.18571472623955,0.8218144401609618,0.791300461240036,-69.47818771708809,0.10034525026014937,-42.46309290188871,-52.26667308040568,0.8364363990536698,10,10,13,10,9,10,4,6,13,8,7,5,43
"DecisionTreeRegressor(max_depth=15, min_samples_leaf=2, min_samples_split=5)",0.8507306458336639,79.68852420613345,0.03998339513454066,41.0,56.90340909090909,0.8586525150131241,0.6459674550596225,-79.69293336077862,0.037314321782912115,-39.704166666666666,-54.277499999999996,0.8009594322945878,7,7,7,7,7,7,11,10,5,6,8,9,49
"MLPRegressor(hidden_layer_sizes=(70, 8), max_iter=60, solver='lbfgs')",0.8218693848042058,87.05219795702922,0.04051706052184538,44.99269186272775,62.24374265825968,0.8273423926444275,0.6058914777255806,-72.69439294591123,0.05355193134988777,-41.713981201915075,-51.829147767758286,0.7755847472078344,9,9,8,8,10,9,12,7,8,7,6,10,50
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.8468480374461561,80.71825048464375,0.057292689866564044,49.3964285714286,61.64864285714286,0.8468655458447438,0.6671259123026548,-72.82873151962849,0.05482110092002564,-48.532211904761894,-56.702315494007124,0.8315374839365056,8,8,9,9,8,8,10,8,9,9,10,7,53
AdaBoostRegressor(loss='exponential'),0.8823479798170436,70.74734583485663,0.03210229661526293,40.24395161290323,52.18411095739339,0.8823738605947032,0.5569585264206879,-75.70172085117629,0.04421927807911316,-50.448112304362304,-56.464798320023974,0.8339937410535345,5,5,4,5,5,5,13,9,7,10,9,6,54
"Lasso(alpha=0.2, max_iter=4000)",0.7935908881249409,93.70761610073544,0.06260820487768312,53.1235159753445,70.47543526500421,0.7936250940995337,0.696399642737972,-84.28836214184014,0.06769080136528066,-55.595249071017996,-65.90805676064275,0.7069685626876098,11,11,10,11,11,11,7,12,10,13,12,11,65
"Ridge(alpha=0.1, solver='sag')",0.7913991961243386,94.20380524578468,0.06362272756537474,53.17091242579454,71.07484079717739,0.7914408775889671,0.6948167204648174,-84.22314248849813,0.06886045376120636,-55.5000044035955,-66.01715621293879,0.7057194013297148,12,12,12,12,13,12,8,11,11,12,13,12,67
LinearRegression(positive=True),0.7904745914452103,94.41234944511379,0.06315107570936712,53.19789354334972,70.98982492833596,0.7905053087076912,0.6917826815213706,-84.53165748370432,0.07139781707187212,-54.93708980686021,-65.90257840571601,0.7024424932129715,13,13,11,13,12,13,9,13,12,11,11,13,69
