,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9349527862489317,58.44202826659311,0.021427582603414555,20.0863037109375,38.028786874324716,0.9356762437799894,0.9180595600935545,-43.20148011475866,0.013272632565063957,-19.38145324707031,-30.308329085413618,0.9270056000961653,3,3,2,0,1,4,2,0,0,0,0,2,4
"GradientBoostingRegressor(learning_rate=0.03, n_estimators=650, subsample=0.6)",0.9351898154055591,58.33545101017931,0.02253145115348663,26.211592457359473,39.18495751346066,0.9357853428616967,0.9278722928942675,-45.12810478182152,0.01801991695170886,-25.323949098246338,-32.25713643025737,0.9275126553461318,2,2,5,4,3,2,1,1,1,3,1,1,8
<catboost.core.CatBoostRegressor object at 0x0000011E1643D7C0>,0.9300984792065641,60.58348372540857,0.03637939189826377,24.992817003535833,40.669033440277836,0.9327735546067576,0.9283381208473112,-46.11586409419612,0.021824996114901078,-25.241454210282548,-32.45356096278814,0.932513730942583,5,5,8,3,5,6,0,2,3,2,2,0,9
"ExtraTreesRegressor(max_depth=20, n_estimators=21, n_jobs=-3)",0.9485299664103631,51.98620996472854,0.019465361867742583,22.047619047619037,36.57159067882472,0.9497525645898768,0.8987104277611919,-51.360992541950296,0.020295282383207876,-25.050714285714275,-36.13927757936507,0.9080957554475765,0,0,1,2,0,0,3,3,2,1,3,3,15
"RandomForestRegressor(max_depth=22, n_estimators=50)",0.9300650992021403,60.59794718461128,0.0224903087503298,20.980000000000018,38.487285106383,0.9304180674275749,0.8840972254203348,-53.10519267280695,0.024955179777914588,-29.0653,-37.291420333333335,0.9004489205731362,6,6,4,1,2,7,5,4,4,4,4,5,26
"LGBMRegressor(learning_rate=0.09, max_depth=7, n_estimators=500, num_leaves=5)",0.9153255220732829,66.6787108175808,0.03668267708728503,33.55791927862606,49.25058038109166,0.9196012558686112,0.8949647442626161,-55.95313690199083,0.03826225911387016,-33.00437881453949,-39.99871511548427,0.9010970464348829,9,9,9,9,9,9,4,5,7,6,5,4,31
"DecisionTreeRegressor(max_depth=15, min_samples_split=5)",0.9348291169101521,58.497557585755814,0.016044590147133646,27.799999999999955,39.28794326241135,0.9371561858908122,0.8529632559080372,-60.790164766114735,0.02990735982331289,-30.853999999999996,-40.10465729166667,0.8795168606968058,4,4,0,6,4,1,7,7,5,5,6,7,37
AdaBoostRegressor(loss='square'),0.9352779453247257,58.29577478073743,0.022348600394936965,26.444482758620694,41.83799410692206,0.9356952716021405,0.8463158028180278,-58.202114064267704,0.03308927666826203,-36.25087150352623,-41.922650705305,0.8881895473826553,1,1,3,5,6,3,8,6,6,7,7,6,40
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=50)",0.8754570646570388,80.86684123950216,0.058464508951296415,42.212000000000046,58.254329078014194,0.8761460322715013,0.8408481178291434,-65.52535382474588,0.05554519875697549,-43.283593084415564,-52.5988403198052,0.8543634848055508,11,11,13,10,10,11,9,8,8,9,9,10,53
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.9200158476157443,64.80565494478694,0.033607543570835174,33.39457676378106,48.49208633980828,0.9202655884738467,0.8594887975338412,-68.10665135413039,0.1976899979005062,-37.699679241181535,-50.655533707611085,0.8703561925537657,8,8,6,7,8,8,6,9,13,8,8,9,53
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(40, 8), max_iter=60,
             solver='lbfgs')",0.9294272940284655,60.87364617194891,0.034417207522461066,33.5491288892581,43.442134255744854,0.9340748724625575,0.7408582865621826,-72.81698914459615,0.062292795883850456,-47.22045372364862,-53.95511181242482,0.8710699044441942,7,7,7,8,7,5,10,10,9,10,10,8,57
Ridge(solver='sag'),0.8757522699548423,80.7709446602561,0.043422673013774775,49.86301747278796,63.25851377453629,0.8764598854427703,0.7180303051247183,-86.16449033495606,0.07429543447472507,-64.21923043539164,-70.61969104258645,0.7370379801260464,10,10,12,11,13,10,11,11,10,13,12,11,68
"Lasso(alpha=0.1, max_iter=4000)",0.8658553877888757,83.92619772285535,0.03893644872705594,51.093866990755316,62.64463073539418,0.8669458481366324,0.6896801483506747,-86.6174025128951,0.08970084761321681,-60.764883323459934,-69.17333902955707,0.7308315948277834,12,12,10,13,11,12,12,12,11,12,11,12,70
LinearRegression(),0.8649625700257236,84.20502567589644,0.039097399826915506,50.89146183446621,62.79948800514542,0.8661370025968322,0.3179076051112778,-151.8334728382911,0.11943330840607158,-60.50778179453664,-82.2775275472359,0.3865421785433899,13,13,11,12,12,13,13,13,12,11,13,13,75
