,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9174015374891222,66.9437951820961,0.03865614067145234,25.73553466796875,44.91613333565848,0.9260738016964376,0.8689272467839257,-50.78008817353602,0.016642542897758662,-27.524325561523437,-37.11163693019322,0.8728442094083159,1,1,1,0,1,1,1,0,0,2,0,2,5
"ExtraTreesRegressor(max_depth=15, n_estimators=81, n_jobs=-4)",0.9251467882622451,63.72789415693916,0.03863671292064072,32.4320987654321,44.26205779980031,0.9325631251780759,0.8627273020452307,-53.94908681585047,0.021143958621390867,-26.903181951793062,-37.72011749922949,0.8806302294349683,0,0,0,2,0,0,2,1,2,0,1,0,6
"GradientBoostingRegressor(learning_rate=0.09, max_depth=7, n_estimators=500,
                          subsample=0.6)",0.8748788893150754,82.39287238338632,0.061217602568837244,32.89760062241402,55.569949028126736,0.8897319616533966,0.8806221016051816,-54.798930840211874,0.020884978734984686,-27.19351810040633,-38.03914940184381,0.8657861858669799,5,5,4,3,4,5,0,3,1,1,2,3,10
<catboost.core.CatBoostRegressor object at 0x0000020663C9CCA0>,0.8958737633546572,75.16305682317959,0.04790856263545359,30.501258402147187,49.032175064533085,0.9026168671638791,0.84801321974761,-53.95796831401507,0.02288255150180622,-29.354277269457544,-39.445887375110786,0.8597426439165862,3,3,3,1,2,3,3,2,3,3,3,5,19
"LGBMRegressor(learning_rate=0.09, max_depth=19, n_estimators=650, num_leaves=5)",0.9129477886847166,68.72492140738696,0.044177758387450396,34.706707481339265,49.66907789873893,0.9212010078288038,0.8286649015797327,-55.15731072751185,0.026471738729668064,-30.7466501569698,-40.49771536442448,0.8633862938377922,2,2,2,4,3,2,5,4,4,5,4,4,26
"RandomForestRegressor(max_depth=26, n_estimators=650)",0.8809064219343967,80.38379758538497,0.0616061418431479,36.31076923076921,58.70915750915751,0.8985104920349299,0.8419217035131202,-59.62890858305107,0.02837503111336183,-30.914230769230766,-42.37461282051282,0.8793306861818474,4,4,5,5,5,4,4,5,5,6,5,1,26
"AdaBoostRegressor(loss='square', n_estimators=110)",0.8683503452932503,84.51508065067402,0.06591794843146215,48.69230769230768,62.14106369641753,0.8833309711080475,0.8081243201720376,-65.66696028098225,0.03426910315749552,-39.361584351656944,-49.01723018566359,0.8523580623362896,6,6,6,7,6,6,7,6,6,7,7,6,39
"DecisionTreeRegressor(max_depth=20, min_samples_leaf=2)",0.8275202272870195,96.73718236282839,0.07221703981811309,42.0,65.07142857142856,0.8496466578538127,0.790596378431924,-70.63095730364718,0.04075873849643255,-29.56666666666667,-45.447142857142865,0.8247618414679432,13,13,7,6,9,11,8,10,7,4,6,9,44
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.8602150528714414,87.08724488576969,0.11417705553729723,48.95445107739863,63.85037998489013,0.8691047143759048,0.8138457046202886,-68.70024207279506,0.06069766972614232,-40.02396860618428,-51.26984098403959,0.8305841420363205,8,8,13,8,7,9,6,7,10,8,8,8,47
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.8454302195711457,91.57704867170834,0.10351347274783153,59.91733333333332,72.64726009070294,0.8699096661116849,0.7501083424517812,-70.17966904477717,0.04946848970047436,-45.542721428571426,-55.05399360884354,0.8326360736196721,9,9,12,10,10,8,9,9,8,9,9,7,51
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(60, 9), max_iter=60,
             solver='lbfgs')",0.8662186270571011,85.19658213800945,0.08520266946729933,51.31915478882499,64.65564257059482,0.8704787106821503,0.6397616966188732,-69.19164369805621,0.06443591658593342,-47.89492319514475,-55.569869290517964,0.7856926546964693,7,7,8,9,8,7,13,8,12,10,10,10,63
"Lasso(alpha=0.7000000000000001, max_iter=5000)",0.8442140687697897,91.93660566736023,0.09119403308206829,62.29834437925024,73.98627230624692,0.8537121428279331,0.6980101649199401,-83.4659978472846,0.06039115355894765,-57.98812764725578,-66.00403786926606,0.7070040521054524,10,10,9,11,11,10,10,11,9,13,12,11,66
"Ridge(alpha=0.0, solver='lsqr')",0.8378191512774311,93.80459926377895,0.09844008056811218,63.98953406819237,75.09567677435074,0.849242844083101,0.6887746086484567,-84.16066112356964,0.06349773583253243,-56.73219628024246,-66.05747746653385,0.6991908929645076,12,12,11,12,13,13,11,12,11,12,13,12,71
LinearRegression(positive=True),0.8378191513146154,93.80459925302539,0.09844008052797461,63.98953407922454,75.09567676099493,0.8492428441059552,0.6859931859975712,-84.1904119151722,0.06470581833969861,-55.76376924257338,-65.9153989901629,0.6967104123159203,11,11,10,13,12,12,12,13,13,11,11,13,73
