,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9481158493378792,51.84675140831232,0.017950006120531874,18.784088134765625,35.368260030543546,0.9483038725920214,0.9234669186254205,-41.68169767311111,0.013010762540108672,-20.831568298339842,-29.690955493672686,0.9312954608613809,0,0,0,0,0,0,1,0,0,0,0,1,2
<catboost.core.CatBoostRegressor object at 0x0000011E28E67070>,0.9292273192931411,60.55318856645939,0.04077793306539084,28.536644459976685,41.07990139390368,0.933377211769827,0.9298303166346311,-46.29516866473395,0.02167028298472388,-25.10272903974614,-32.358490932700605,0.9331876524835188,4,4,11,5,5,3,0,2,1,3,2,0,8
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=500, subsample=0.6)",0.9412917220960555,55.151060071230056,0.02160994178748865,30.274425054767846,40.72819260084648,0.9414690271331103,0.9171742735645985,-45.97448643012083,0.02225063479817541,-22.947682058826217,-31.39009552503087,0.9094095827180759,1,1,2,7,3,1,2,1,2,2,1,2,10
"ExtraTreesRegressor(max_depth=20, n_estimators=21, n_jobs=-2)",0.9363708394696637,57.41591504574631,0.0224528577506976,21.424285714285702,37.06211752786221,0.9371459246698396,0.8968698796804994,-57.221905526464674,0.023993440104702456,-22.305500000000002,-33.418868253968256,0.8868634087136682,2,2,3,1,1,2,3,3,4,1,3,4,18
"RandomForestRegressor(max_depth=22, min_samples_split=5, n_estimators=50)",0.927518839854999,61.27971854114683,0.022784336955435587,26.970434920634943,40.269846300696955,0.9278199453059565,0.8820282012570375,-57.52003641802918,0.023132407119088344,-29.406873876623376,-39.89490071787934,0.9016238861893369,5,5,4,4,2,5,4,5,3,5,4,3,24
"LGBMRegressor(learning_rate=0.09, max_depth=13, n_estimators=350, num_leaves=8)",0.9081519423702911,68.98254009895987,0.03823044255334919,34.921932975145666,49.05092938171076,0.9140091379881984,0.8763091351797485,-57.31669068696238,0.039663138866051204,-31.957412926011454,-40.95656862892644,0.8802778012826856,8,8,8,8,8,7,5,4,7,6,5,5,32
"DecisionTreeRegressor(max_depth=15, min_samples_split=5)",0.9195155684114773,64.57436355738713,0.026514538769515303,25.0,42.41574468085107,0.9207335801454386,0.8195802375144531,-67.51569006503418,0.026533417999200403,-28.732333333333333,-42.719032291666664,0.8513605294504748,6,6,5,2,6,6,9,8,5,4,6,9,41
"AdaBoostRegressor(learning_rate=0.1, n_estimators=110)",0.9328615247422918,58.97798502557224,0.02018042814466088,25.75,40.93208442869539,0.9329021419484185,0.8464638483011042,-62.61232234844468,0.03691246253735249,-37.6799694075645,-48.289137621415804,0.857187475445963,3,3,1,3,4,4,8,6,6,7,7,8,42
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.8843156747380406,77.41791178336021,0.05321284308792445,35.89994999999993,55.27780648583093,0.8855445641312104,0.8515744152818959,-66.11442169352867,0.049974987314760994,-43.521687261904795,-51.78908619507691,0.8634713430880051,10,10,13,10,10,10,7,7,8,10,9,7,48
"SVR(C=1.6, cache_size=3000, epsilon=0.01, gamma=4, kernel='poly')",0.9136826888373538,66.87336015197842,0.03541959594474458,35.70653865434133,49.84238732312258,0.9137807298753057,0.8537530477165474,-69.74990815837151,0.14238421378737762,-39.51398802328952,-51.71980722287158,0.8645381858692543,7,7,7,9,9,8,6,9,13,9,8,6,51
"MLPRegressor(hidden_layer_sizes=(70, 7), max_iter=60, solver='lbfgs')",0.8995565204281422,72.13816127778138,0.03078090724924065,30.257318936374645,46.050186102392544,0.8999196960467049,0.7811085210650637,-71.55811238048473,0.05168624587357852,-39.23514978062332,-86.56060027399674,0.8491754252738325,9,9,6,6,7,9,10,10,9,8,13,10,60
Ridge(solver='sag'),0.872617278594146,81.23804346318276,0.043620811416009556,53.02341717549692,63.63942332963948,0.8737407965329799,0.7160647028703429,-86.12544002352845,0.07442558319784015,-65.47376321212732,-70.56943929851613,0.7322712133063155,11,11,12,13,12,11,11,11,10,13,11,11,67
"Lasso(alpha=0.1, max_iter=4000)",0.8620132061770928,84.55181910355226,0.04050401292811391,52.99230890219019,63.576828427267756,0.8637482946592322,0.6846336554510828,-86.61025749802441,0.09263330748007081,-60.252916904200994,-69.07583776042831,0.7255589249855123,12,12,9,12,11,12,12,12,11,12,10,12,69
LinearRegression(),0.8611028198141466,84.83028153870974,0.04070416226727435,52.21216238058571,63.737847213487626,0.8629449491321857,0.35148704697776495,-146.3550631456628,0.12035020941795363,-59.52077119087721,-81.36785752057774,0.4157976413412657,13,13,10,11,13,13,13,13,12,11,12,13,74
