,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.877588287,78.33011047,0.035677489,38.7494812,51.00239911,0.883029482,0.841805483,-49.52427385,0.017438794,-28.14958176,-36.36835223,0.864827678,4,4,2,3,2,4,1,0,0,0,0,1,2
<catboost.core.CatBoostRegressor object at 0x0000020667A1C820>,0.888714603,74.68550839,0.032280636,29.58549438,48.55700041,0.890989275,0.853551329,-50.02393178,0.020741201,-29.8360797,-36.47708149,0.875725753,3,3,1,0,1,3,0,1,1,1,1,0,4
"ExtraTreesRegressor(max_depth=15, n_estimators=41, n_jobs=-3)",0.897608504,71.63894727,0.03033362,30.73414634,45.79034146,0.898513888,0.82606267,-55.84993996,0.022207279,-32.39630081,-40.81229361,0.855492417,2,2,0,1,0,2,2,2,2,2,3,2,13
"GradientBoostingRegressor(learning_rate=0.03, max_depth=5, n_estimators=200,
                          subsample=0.6)",0.863909724,82.59063387,0.042538261,40.11429295,53.97143734,0.868212294,0.816152148,-56.15960341,0.022273708,-34.26883852,-40.04227744,0.844258299,6,6,3,6,4,6,3,3,3,3,2,4,18
"LGBMRegressor(learning_rate=0.11, max_depth=13, n_estimators=650, num_leaves=5)",0.866816653,81.7037921,0.051691036,39.07426769,55.75728603,0.871841015,0.802515543,-56.89927035,0.025461129,-36.37189923,-42.96475245,0.83912072,5,5,5,5,5,5,4,4,4,4,5,5,26
"RandomForestRegressor(max_depth=14, n_estimators=200)",0.850447575,86.57928238,0.044492538,39.06225,60.58718,0.852382983,0.798574276,-59.45688733,0.026555618,-38.4137,-42.45003474,0.845169577,11,11,4,4,7,11,5,5,5,6,4,3,28
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.90085325,70.49470446,0.061846527,40.29743621,52.42887945,0.900981042,0.760004749,-67.43429537,0.045739491,-38.31131242,-51.88343629,0.768686081,0,0,11,7,3,0,7,6,7,5,6,8,39
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.860156201,83.72185823,0.053017777,55.43383333,64.67122321,0.861182618,0.764948198,-67.64483872,0.048796177,-50.74993479,-54.6832351,0.808706732,7,7,7,13,11,7,6,7,9,10,9,6,47
"SVR(C=1.6, cache_size=2000, epsilon=0.06, gamma=4, kernel='poly')",0.898411307,71.3575514,0.071089157,51.42589596,57.08661945,0.898911147,0.754501191,-69.20651344,0.11128965,-48.72815935,-54.13105058,0.788275153,1,1,12,12,6,1,8,8,13,9,8,7,53
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=2)",0.773866822,106.4631704,0.082366869,36.41666667,66.75666667,0.775753057,0.741019165,-79.47719797,0.046515385,-40.35833333,-52.99838235,0.73329501,13,13,13,2,12,13,9,13,8,7,7,10,54
"AdaBoostRegressor(learning_rate=0.01, loss='exponential', n_estimators=140)",0.83156501,91.88262812,0.059078505,49.055,67.55398143,0.83409149,0.676195292,-74.24906195,0.038841021,-44.09631664,-54.86574721,0.767279669,12,12,10,11,13,12,13,9,6,8,10,9,55
"Lasso(alpha=0.1, max_iter=4000)",0.855730717,85.03626743,0.053004347,44.94119608,61.56986348,0.857164406,0.693425725,-78.58602065,0.077640037,-54.36442977,-61.22704491,0.70218589,8,8,6,10,10,8,10,10,10,13,11,11,65
"Ridge(alpha=0.0, solver='cholesky')",0.85520406,85.191339,0.055105507,42.39976359,61.51730734,0.856656457,0.686426888,-78.95933599,0.081820291,-54.0209754,-61.29382411,0.69470459,10,10,9,9,9,10,11,11,11,11,12,12,68
LinearRegression(),0.85520406,85.191339,0.055105507,42.39976359,61.51730734,0.856656457,0.686426888,-78.95933599,0.081820291,-54.0209754,-61.29382411,0.69470459,9,9,8,8,8,9,12,12,12,12,13,13,74
