,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x00000253076E7FD0>,0.9192285148543029,63.933019173771015,0.03512407876166757,28.823858184436574,42.335403036848476,0.9245840880181385,0.9018715575827153,-47.52602495216098,0.019947687226481107,-24.006205772054425,-33.59276101557844,0.9055395225623574,3,3,6,5,4,3,0,0,1,1,0,0,2
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9140730467111362,65.94181346932876,0.025252767509766297,23.54351806640625,42.10133388943142,0.9170850852626409,0.8799105117326043,-53.679587311764266,0.018744102271457216,-24.873206329345702,-36.45574795677548,0.8856133947665725,4,4,3,1,3,4,1,1,0,2,1,3,8
"ExtraTreesRegressor(max_depth=20, n_estimators=81, n_jobs=-4)",0.9206379897677388,63.372743654644836,0.023806043398238472,16.456790123456813,39.03039780521259,0.9269990701482437,0.8778016263184958,-58.204598386799354,0.025362255179575126,-22.975679012345676,-39.02165726043504,0.8930502710768364,2,2,2,0,1,2,2,4,4,0,2,2,14
"GradientBoostingRegressor(learning_rate=0.07, n_estimators=350, subsample=0.6)",0.9010053262915061,70.778620550699,0.03400375446201117,26.747167198180023,45.07173419464405,0.9076292357207953,0.8744865818557684,-56.67907588910226,0.021804124510334547,-28.042331529833405,-39.09645526252952,0.896062434082056,6,6,5,3,5,6,3,2,2,4,3,1,15
"RandomForestRegressor(max_depth=10, n_estimators=350)",0.9244104384745093,61.8482040289359,0.022374463813606877,23.81344897959184,39.04191895141902,0.9274431870205254,0.8667349791836931,-57.02184814871825,0.023258721287822394,-26.434158271807554,-39.56729068984747,0.8820515951910629,1,1,1,2,2,1,4,3,3,3,4,4,21
"LGBMRegressor(learning_rate=0.05, max_depth=19, n_estimators=350, num_leaves=5)",0.8601213198238096,84.13407858713178,0.05844986343333392,43.847965740826226,58.56195235137853,0.867152896319618,0.821345509508155,-62.03379178801463,0.03408860680882435,-33.65113902728216,-45.767639878117606,0.8596814813736255,10,10,8,11,10,10,6,5,7,6,5,5,34
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9351826249115911,57.271940680439506,0.02098603523257006,27.230769230769283,38.113781584355024,0.937115804517136,0.8378516191362191,-63.955516390714614,0.03152447336717681,-36.34799983240417,-47.139506852797574,0.8593308763690335,0,0,0,4,0,0,5,6,5,7,6,6,35
"DecisionTreeRegressor(max_depth=15, min_samples_leaf=2)",0.906440946071628,68.80802471683153,0.026073289606536182,30.5,45.1337037037037,0.9100997132459162,0.7606825721352153,-78.07547154184522,0.033462062408399856,-31.014999999999997,-49.54207936507937,0.7988593152657057,5,5,4,7,6,5,10,10,6,5,7,9,47
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.8898074083712149,74.6745094929813,0.06301092567085775,42.38206666666656,58.15201711784519,0.900959061706684,0.8204625163099422,-69.84250869593787,0.05064921924963396,-44.79640576190479,-53.11926520997893,0.8592592478173376,8,8,10,10,9,7,7,7,8,9,9,7,47
"SVR(C=1.6, cache_size=4000, epsilon=0.01, gamma=4, kernel='poly')",0.8892993867038501,74.84644775263938,0.05991259226095303,42.03998057676813,52.65030035720115,0.8968272167812175,0.8163309680654557,-73.31767244503511,0.0773564968532066,-42.72556076916389,-53.93534309868737,0.848432321827608,9,9,9,9,8,8,8,8,12,8,10,8,54
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(40, 8), max_iter=60,
             solver='lbfgs')",0.8909597996243764,74.28301119538227,0.05356577047716951,30.060711541111232,50.79682897253619,0.8928929033751544,0.7972301773770536,-74.69786761539426,0.053135911404732575,-45.32289369088891,-52.1510543094377,0.7888519400018612,7,7,7,6,7,9,9,9,9,10,8,10,55
"Lasso(alpha=0.8, max_iter=3000)",0.8508226842271674,86.88555389331962,0.09549749950850964,40.1985372057178,62.928200157231814,0.8533548168517258,0.7186725993380245,-83.36275843340778,0.06485365120233612,-56.03188793710122,-64.56264168928283,0.7378422634147979,11,11,11,8,11,11,11,11,10,13,12,11,68
LinearRegression(),0.835655470795864,91.19558334161813,0.15804491174619387,45.06831315298223,65.55076902330744,0.8393217771265274,0.7089569045495542,-84.07664517649734,0.08584595837550467,-51.20768305124263,-63.89969492794656,0.7253623701708368,13,13,13,12,13,13,13,12,13,11,11,13,73
"Ridge(alpha=0.1, solver='sag')",0.8432099089182744,89.07492925178045,0.11709353637854664,50.753805555303984,64.2589927241104,0.8463201067235474,0.7144069541392947,-84.0982688763329,0.07610741089380182,-53.873125254451814,-64.57324621629569,0.7326496069388699,12,12,12,13,12,12,12,13,11,12,13,12,73
