,Unnamed: 0,Hardness,Al,Co,Cr,Cu,Fe,Ni
67,141,558,0.265,0.147,0.147,0.147,0.147,0.147
68,142,593,0.333,0.0,0.133,0.133,0.133,0.267
69,143,125,0.0,0.2,0.2,0.0,0.2,0.4
70,144,695,0.2,0.267,0.267,0.0,0.267,0.0
71,145,473,0.182,0.091,0.182,0.182,0.182,0.182
72,146,278,0.107,0.0,0.179,0.179,0.179,0.357
73,147,155,0.0,0.2,0.2,0.2,0.2,0.2
74,148,161,0.0,0.213,0.15,0.213,0.213,0.213
75,149,495,0.11,0.0,0.29,0.29,0.05,0.26
76,150,430,0.25,0.25,0.0,0.0,0.25,0.25
77,151,573,0.273,0.0,0.182,0.182,0.182,0.182
78,165,655,0.15,0.283,0.283,0.0,0.283,0.0
79,166,238,0.091,0.0,0.182,0.182,0.182,0.364
80,167,339,0.153,0.0,0.169,0.169,0.169,0.339
81,168,567,0.286,0.0,0.143,0.143,0.143,0.286
82,187,811,0.46,0.14,0.23,0.05,0.07,0.05
83,188,790,0.44,0.14,0.22,0.05,0.09,0.06
84,189,855,0.43,0.19,0.24,0.0,0.08,0.06
85,190,856,0.43,0.18,0.24,0.0,0.1,0.05
86,191,859,0.47,0.14,0.2,0.05,0.09,0.05
87,192,875,0.43,0.24,0.22,0.0,0.05,0.06
88,193,868,0.43,0.24,0.23,0.0,0.05,0.05
89,194,843,0.47,0.12,0.2,0.05,0.11,0.05
90,195,794,0.43,0.15,0.17,0.05,0.14,0.06
91,196,783,0.42,0.1,0.3,0.05,0.07,0.06
92,197,797,0.47,0.11,0.22,0.05,0.1,0.05
93,198,805,0.47,0.13,0.2,0.05,0.1,0.05
94,199,699,0.29,0.22,0.34,0.0,0.05,0.1
95,200,749,0.47,0.07,0.16,0.09,0.16,0.05
96,201,828,0.43,0.14,0.21,0.05,0.12,0.05
97,202,849,0.47,0.18,0.15,0.05,0.1,0.05
98,203,883,0.47,0.2,0.18,0.05,0.05,0.05
99,204,864,0.43,0.18,0.2,0.0,0.12,0.07
100,205,841,0.47,0.17,0.16,0.05,0.1,0.05
101,206,882,0.43,0.22,0.22,0.0,0.08,0.05
102,207,883,0.43,0.22,0.23,0.0,0.07,0.05
103,208,828,0.43,0.2,0.21,0.0,0.09,0.07
104,209,848,0.43,0.22,0.25,0.0,0.05,0.05
105,210,878,0.47,0.19,0.19,0.05,0.05,0.05
106,211,782,0.43,0.29,0.18,0.0,0.05,0.05
107,212,865,0.43,0.25,0.22,0.0,0.05,0.05
