,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.01, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.959887301501802,45.88709654641671,0.014883557404314051,24.214096069335938,35.13686431884766,0.9603457686745579,0.8472926415254388,-50.845602684169016,0.01706828874243109,-26.476354827880858,-36.39935639601488,0.8814342551394487,2,2,2,1,1,2,1,1,0,2,2,1,7
<catboost.core.CatBoostRegressor object at 0x0000025309E2E0D0>,0.9437744321029272,54.32710524559439,0.03188618578263058,26.0713619022755,39.819799948517456,0.9474223863015682,0.8441770878676268,-48.89940109495549,0.022084076300711238,-25.1708103089112,-34.896203027036435,0.8632200431898939,4,4,6,2,4,4,2,0,2,1,0,3,8
"ExtraTreesRegressor(max_depth=15, n_estimators=21, n_jobs=-5)",0.9509692988772105,50.732199457458805,0.027635220636824293,23.514285714285705,36.40797619047619,0.9564144581208778,0.8409682157457292,-53.47234322416713,0.026502964137691078,-23.900000000000006,-35.008703994418276,0.8865814641609824,3,3,3,0,3,3,3,2,3,0,1,0,9
"GradientBoostingRegressor(learning_rate=0.05, max_depth=9, n_estimators=500,
                          subsample=0.7)",0.9685859710281911,40.607986817759866,0.013948238447887598,27.3656618280487,30.657572074853856,0.9701616980806101,0.862114821745114,-54.61025482419382,0.020907446013728157,-27.95513708047419,-38.144751410489775,0.8637313334684527,0,0,1,3,0,0,0,3,1,3,3,2,12
"RandomForestRegressor(max_depth=10, n_estimators=200)",0.9617098061075477,44.832548009486764,0.013504599338851103,30.507499999999993,36.21842030573592,0.963572888182311,0.8391448070869911,-58.018866209707255,0.02735151827187802,-28.169291154346116,-40.408583774036444,0.8510510404845005,1,1,0,5,2,1,4,4,4,4,4,4,24
"LGBMRegressor(learning_rate=0.07, max_depth=13, n_estimators=350, num_leaves=5)",0.9339401071887082,58.88688367059796,0.028976938342942616,27.997783424219648,44.517498790388515,0.9389054772725582,0.7725785107067431,-64.76131754340878,0.035026462840045756,-36.60271930970197,-46.66813559552772,0.804439451801002,5,5,5,4,5,5,8,5,5,6,5,8,37
"AdaBoostRegressor(learning_rate=0.001, n_estimators=140)",0.9230832586690906,63.54188258750559,0.02830402618607169,41.6379120879121,48.447724447380594,0.9249263160742176,0.7324325842277786,-69.71666850182855,0.035052608279365585,-35.832669905941245,-49.60157243589846,0.7736545971483415,6,6,4,8,6,6,9,7,6,5,6,9,42
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.9107704358215175,68.43905833180696,0.04142269513515614,47.02866996733343,55.170529330656976,0.9109257818326482,0.7974823345169899,-67.1346383501744,0.09728786094933412,-40.33719659232097,-49.797570333509235,0.8183602338494987,8,8,8,12,8,8,5,6,12,8,7,7,45
"BaggingRegressor(max_features=0.7000000000000001, max_samples=0.5,
                 n_estimators=50)",0.873268811572467,81.56266230104755,0.06601252134375006,52.86391666666658,64.13919166666668,0.8737067591105729,0.7973458997848428,-69.94335818017481,0.05186999051371184,-51.065,-54.420781243073165,0.837079387953839,13,13,13,13,13,13,6,8,8,12,8,6,48
"DecisionTreeRegressor(max_depth=5, min_samples_leaf=4)",0.9038880166621852,71.0294430157591,0.03544325622153421,41.67857142857143,55.9931011904762,0.906917234351192,0.707028827191144,-77.15782228114817,0.042634355892986996,-45.201428571428586,-56.81264631796775,0.733257701233504,9,9,7,9,9,9,10,9,7,9,9,10,54
"MLPRegressor(hidden_layer_sizes=(60, 6), max_iter=60, solver='lbfgs')",0.9109072902563974,68.38655452992441,0.06550173513967013,45.103573862074484,53.58471612975957,0.9127587792661763,0.7730656073475197,-134.47956193811413,0.10914779073277658,-39.22506077024134,-59.83766140478775,0.8400781030658061,7,7,12,11,7,7,7,13,13,7,10,5,55
"Ridge(alpha=0.1, solver='saga')",0.889624239002094,76.11784685616489,0.04301575414658943,41.23284452569615,58.32901151247715,0.8917176099802293,0.6982945582645217,-80.01311113515499,0.0556810216508342,-50.57395289967463,-62.252335114818514,0.7314969687670227,10,10,10,7,11,10,11,10,10,10,11,11,63
LinearRegression(positive=True),0.8894661758621615,76.17232947745596,0.042497683083388325,40.07930822211662,58.09711430702769,0.8916824608202036,0.6955468549814,-80.33459075310404,0.05565716083694832,-50.70014126066055,-62.281263489998665,0.7280917890932679,11,11,9,6,10,11,12,11,9,11,12,13,68
"Lasso(alpha=0.8, max_iter=3000)",0.8885453180386977,76.48896738993103,0.04358298904259187,43.89272864559385,59.06799074335945,0.8903422304123566,0.6950901321518612,-80.39862095657664,0.05578092212531488,-51.950641515054045,-62.85963522735152,0.729900338080037,12,12,11,10,12,12,13,12,11,13,13,12,74
