,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x000001E9AFF50F70>,0.966295818,41.074719,0.015748274,18.49862137,30.63982242,0.966316162,0.883728293,-54.31507918,0.029397208,-26.73399342,-37.74854744,0.891121644,0,0,4,0,0,0,0,0,3,0,0,0,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.956706025,46.5528674,0.012501815,24.06756592,33.96966546,0.957092606,0.857235616,-54.51046468,0.019423806,-29.76472961,-38.60783748,0.880110938,3,3,2,4,3,3,3,1,0,1,1,2,8
"ExtraTreesRegressor(max_depth=25, n_estimators=41, n_jobs=-2)",0.958654015,45.49350289,0.012176579,19.04146341,31.97501355,0.958768808,0.862068629,-61.19463573,0.026103324,-31.41743902,-42.22258769,0.881244748,2,2,1,1,1,2,2,3,1,2,3,1,12
"GradientBoostingRegressor(learning_rate=0.03, n_estimators=350, subsample=0.6)",0.96067998,44.36490664,0.011366301,21.68681303,32.72958164,0.960741968,0.870389521,-60.32809428,0.027729688,-32.22053972,-41.94375576,0.866956615,1,1,0,2,2,1,1,2,2,3,2,3,13
"RandomForestRegressor(max_depth=18, n_estimators=500)",0.944967896,52.4856721,0.015329849,22.374,36.86838667,0.945624771,0.831365391,-63.65689109,0.030086108,-32.56446,-45.00544162,0.853849992,4,4,3,3,4,4,4,4,4,4,4,5,25
"AdaBoostRegressor(loss='exponential', n_estimators=80)",0.938376612,55.5399509,0.025111111,41.3862069,46.28130722,0.939302934,0.758638507,-70.25655988,0.03914037,-45.09725925,-53.3804741,0.85619567,5,5,5,9,7,5,8,6,5,9,7,4,39
"LGBMRegressor(learning_rate=0.01, max_depth=7, n_estimators=650, num_leaves=5)",0.908612283,67.63579825,0.03164544,42.15562461,51.54433017,0.908658041,0.769878973,-70.28759612,0.04061653,-40.28174272,-51.24449967,0.83618545,9,9,7,10,9,9,7,7,6,6,6,8,40
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.929503033,59.40430528,0.034633738,28.56201865,45.66024089,0.932657466,0.72750067,-68.29965567,0.068336666,-38.3666364,-48.89153702,0.821887728,7,7,8,5,6,6,9,5,9,5,5,9,42
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.93073306,58.88378313,0.03609518,38.67033333,45.12422926,0.930920963,0.818093096,-72.0093505,0.057013161,-44.0133272,-55.00041659,0.848165917,6,6,9,7,5,7,5,8,7,8,8,6,42
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.917145621,64.4006779,0.075825018,40.76150571,50.09877684,0.917390944,0.799472021,-76.36315244,0.124385881,-50.94466654,-57.68728905,0.841024668,8,8,10,8,8,8,6,9,13,11,9,7,55
"DecisionTreeRegressor(max_depth=5, min_samples_leaf=4)",0.891817497,73.58871468,0.030404603,31,52.0088254,0.894278752,0.600980967,-98.42787126,0.066979624,-41.5810252,-65.21647761,0.659128619,10,10,6,6,10,10,13,13,8,7,10,13,64
"Lasso(alpha=0.8, max_iter=3000)",0.859368066,83.90245707,0.094659433,50.94752611,64.53152306,0.860776063,0.722631702,-84.91834043,0.073629089,-54.25159023,-65.62179901,0.739251793,11,11,11,12,11,11,10,10,10,13,11,10,64
"Ridge(alpha=0.1, solver='sag')",0.855741376,84.97743096,0.117606776,54.68547788,65.20821863,0.857618501,0.714135563,-85.73004612,0.088826109,-51.32952936,-66.04405218,0.729181503,12,12,12,13,12,12,11,11,11,12,13,11,69
LinearRegression(),0.838903608,89.79985,0.189263692,47.54713308,66.60960433,0.840771646,0.708284475,-86.31108834,0.100377989,-50.91708776,-65.99853273,0.722777674,13,13,13,11,13,13,12,12,12,10,12,12,70
