,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000020663F1F250>,0.9557666084568661,52.118776416725815,0.02379909872238561,27.318688689767782,37.38026863963159,0.9557735235579227,0.8964057499649891,-51.574616145851394,0.018933481360816327,-25.844131682676288,-36.06790113408128,0.9017162247822228,1,1,2,4,2,1,0,0,1,2,0,0,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9573703907611656,51.16521075147301,0.020105318875689716,19.7615966796875,34.51315729314631,0.9574267410051244,0.8817927110575813,-53.69921399290464,0.018631855547030108,-24.04051284790039,-36.721417683383876,0.8894431651466116,0,0,1,0,1,0,1,1,0,0,1,1,4
"ExtraTreesRegressor(max_depth=10, n_estimators=41, n_jobs=-3)",0.9530115399214321,53.71736458260467,0.01720876336916434,20.878048780487802,34.286180305282315,0.9530128251814705,0.8621339771263414,-58.7468393796272,0.0209602761029215,-24.22020451931697,-39.97013952344764,0.8832469520097124,2,2,0,1,0,2,2,3,2,1,3,2,13
"GradientBoostingRegressor(learning_rate=0.09, max_depth=5, n_estimators=200,
                          subsample=0.6)",0.9386648678390186,61.37249005231259,0.031153568882394997,25.21430763201579,40.65603169480718,0.938741845199826,0.861327684053159,-56.80461257020158,0.021954676672518603,-29.559158676613844,-37.97732267804917,0.8675948128396183,3,3,3,2,3,3,3,2,3,3,2,4,17
"RandomForestRegressor(max_depth=10, n_estimators=50)",0.923887388836816,68.36713837789175,0.0363871635543267,28.19399999999999,45.937441625041636,0.9241966366777437,0.836756840300049,-61.297848698225394,0.02368544709459316,-32.130499693362175,-42.86233542923937,0.8689997485204091,5,5,4,5,4,5,4,5,4,4,4,3,24
"LGBMRegressor(learning_rate=0.03, max_depth=13, n_estimators=650, num_leaves=5)",0.9175822491666582,71.142557037655,0.04956500677038397,38.74331840014838,50.565603269930605,0.9177603279486175,0.8337895546425186,-60.203388568015455,0.02747293037467629,-33.25890804845373,-44.375939606669974,0.8529843669185861,7,7,6,8,6,7,5,4,5,5,5,5,29
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9249081071566095,67.90716773614317,0.049346106863138,37.33333333333337,50.842071394552896,0.925822905038296,0.8116557538927657,-67.28514022893357,0.0321138915944298,-39.84234136339116,-53.80123688927794,0.833540599149601,4,4,5,7,7,4,7,6,6,8,7,7,41
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.9060900545098597,75.9407506531291,0.07112777300954574,54.58980952380955,58.77814767320706,0.9085123005802318,0.819342834349162,-69.29636991853761,0.0498341264702996,-45.427021428571436,-54.39232030245769,0.8474798719999874,8,8,10,13,9,8,6,7,8,9,8,6,44
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=2, min_samples_split=5)",0.8493572596187402,96.18186527788559,0.06417958983220091,26.875,53.77106060606061,0.8554976965540417,0.7454112761257984,-73.45175516711933,0.03530069468827542,-35.654999999999994,-50.19464668615984,0.777047395334005,13,13,7,3,8,13,10,9,7,6,6,9,47
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 7), max_iter=60, solver='lbfgs')",0.9204002443054596,69.91574003581708,0.0698388504964352,29.87913448891183,50.19354045172285,0.9211256901301302,0.7593567611878889,-69.60265615773564,0.05784729615364745,-38.11089555234681,-57.013522866624704,0.769740740338843,6,6,9,6,5,6,9,8,9,7,9,10,52
"SVR(C=0.7, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.8918821853957805,81.48313331569688,0.12659355614635587,41.792187811389795,61.567548798123404,0.8918822028626838,0.8094205721916203,-76.6154498808228,0.06288994675925796,-49.47065939603455,-57.16655953272341,0.8263687787106122,11,11,13,10,12,11,8,10,11,10,10,8,57
"Lasso(alpha=0.8, max_iter=3000)",0.8933649272496107,80.92246924941253,0.06951723930834834,44.23715424543195,61.12602803924594,0.8936648113169774,0.7008587860726685,-84.36831842738103,0.06183058011936719,-54.14474620197827,-65.35508440039894,0.7102339372815366,10,10,8,11,11,10,11,11,10,13,13,11,69
LinearRegression(),0.8874330662188882,83.1427738791198,0.08645323067008272,53.246307289460674,62.998524769221945,0.8878399739463945,0.6857505483746815,-84.8875629444268,0.0722555773302557,-50.48912167946306,-64.88555584421658,0.6982493313354446,12,12,12,12,13,12,13,12,13,11,11,13,73
"Ridge(alpha=0.0001, solver='lsqr')",0.8936490467643128,80.81459204105172,0.07995621859528293,39.2333420770301,61.03569341034082,0.893970880329612,0.6885113843939114,-84.93437343256292,0.07008390393289615,-52.36565723302981,-64.89153096303566,0.7009358409110373,9,9,11,9,10,9,12,13,12,12,12,12,73
