,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.945056615,50.14828681,0.012054546,20.39187622,32.74835544,0.946186693,0.911864476,-44.5045539,0.014360548,-23.86121277,-31.79472548,0.916660997,0,0,0,0,0,0,0,0,0,2,0,0,2
<catboost.core.CatBoostRegressor object at 0x000002066958A040>,0.936206049,54.03661642,0.024224921,26.03280887,37.04069014,0.939459588,0.897245012,-46.04321086,0.018704474,-23.50868399,-32.05394846,0.898696538,3,3,6,4,4,2,1,1,1,1,1,2,7
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=650, subsample=0.8)",0.944691482,50.31464446,0.013990215,23.13858215,33.61386851,0.94609003,0.894324606,-46.81923153,0.020423567,-25.57884658,-35.55355328,0.905269426,1,1,1,2,1,1,2,2,3,3,2,1,13
"ExtraTreesRegressor(max_depth=10, n_estimators=61, n_jobs=-2)",0.937793978,53.35985126,0.015367433,24.14748844,35.90744032,0.93891532,0.877782451,-54.64568394,0.019738947,-23.44771193,-36.45778683,0.891438065,2,2,2,3,3,3,3,3,2,0,3,3,14
"RandomForestRegressor(max_depth=18, n_estimators=350)",0.934425766,54.78542164,0.017033461,20.57614286,34.80386286,0.934752824,0.857166867,-58.46247147,0.024244956,-29.79717143,-40.47416176,0.879368732,4,4,3,1,2,4,4,4,4,4,4,4,24
"AdaBoostRegressor(loss='square', n_estimators=140)",0.931766481,55.88526082,0.022902536,31.63846154,39.59693296,0.933652082,0.854487912,-65.66891295,0.025215946,-34.94011292,-46.00062849,0.872610335,5,5,4,6,5,5,5,6,5,6,6,5,33
"LGBMRegressor(learning_rate=0.05, max_depth=7, n_estimators=650, num_leaves=8)",0.911300043,63.71770159,0.023954107,35.4633719,46.01623651,0.913415028,0.835046716,-63.1125983,0.037586965,-31.27223339,-44.25506916,0.85935112,6,6,5,8,6,6,6,5,7,5,5,6,34
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(50, 9), max_iter=60, solver='lbfgs')",0.874324425,75.84445515,0.045454726,46.81063473,57.03771455,0.874673103,0.793791482,-66.94787607,0.038777485,-43.14721879,-52.0406255,0.800748609,9,9,9,13,9,9,9,7,8,8,7,9,48
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.902491773,66.80654721,0.044715722,33.96789048,50.98157643,0.903737226,0.820933389,-68.95227613,0.048628914,-44.51874971,-53.02180572,0.854195554,7,7,8,7,7,7,7,8,9,10,8,7,49
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.891590954,70.44191562,0.051279586,40.4308322,52.34113761,0.892226682,0.815243346,-72.06354334,0.075472315,-43.58183659,-53.48059217,0.848431476,8,8,10,9,8,8,8,9,11,9,9,8,54
"DecisionTreeRegressor(max_depth=5, min_samples_leaf=2)",0.838669917,85.93222836,0.036698928,29.41538462,58.22733296,0.842002729,0.612712499,-81.73581918,0.036751898,-36.67799288,-54.38887649,0.660526203,13,13,7,5,10,13,13,10,6,7,10,13,59
"Lasso(alpha=0.8, max_iter=3000)",0.851124698,82.54860229,0.059378348,45.38156574,61.01235265,0.85119026,0.705707197,-84.22034447,0.07333759,-57.08438825,-65.38848549,0.715348516,11,11,13,12,13,11,10,11,10,13,13,10,67
"Ridge(alpha=0.1, solver='saga')",0.851482263,82.44941105,0.059226313,43.45211765,60.31996449,0.851633664,0.698002595,-84.61921977,0.09996446,-53.6665299,-65.26377611,0.706814016,10,10,12,11,12,10,11,12,12,12,12,11,70
LinearRegression(positive=True),0.850851518,82.62430397,0.058923454,41.16383098,59.97939212,0.851000872,0.691401528,-84.94238575,0.150165562,-52.79873627,-65.06041772,0.700882599,12,12,11,10,11,12,12,13,13,11,11,12,72
