,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=50, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.935681828,57.33618851,0.023650673,23.35552979,39.59976982,0.935859037,0.818454986,-53.47393948,0.018277168,-28.20899811,-39.18811101,0.892677267,3,3,2,3,3,3,1,0,0,0,1,0,2
"ExtraTreesRegressor(max_depth=15, n_estimators=21, n_jobs=-5)",0.945276301,52.88709268,0.022654491,21.86904762,34.17095238,0.946617095,0.840443108,-54.67645458,0.020668415,-30.66833333,-38.73113902,0.874159291,1,1,1,1,0,0,0,2,1,1,0,1,5
<catboost.core.CatBoostRegressor object at 0x000002530A595370>,0.912220723,66.98197849,0.048170575,29.59651095,44.9105669,0.914041197,0.793217306,-54.26381326,0.02809993,-31.0976601,-40.19886794,0.873318661,5,5,7,6,5,5,4,1,3,2,2,2,14
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=50, subsample=0.9)",0.938452416,56.08768012,0.03425296,21.49776099,37.63907233,0.940329281,0.789490776,-60.60952269,0.024716275,-36.891368,-43.53297764,0.860784745,2,2,4,0,1,2,5,3,2,6,3,4,23
"RandomForestRegressor(max_depth=26, n_estimators=50)",0.920968609,63.55676531,0.031092136,29.139,43.8417,0.921155791,0.794161442,-60.66177629,0.028280107,-34.9749,-44.38604945,0.864394653,4,4,3,5,4,4,3,4,4,5,5,3,24
"AdaBoostRegressor(loss='square', n_estimators=140)",0.945505179,52.7763785,0.022131844,22.82796935,38.39850275,0.945646799,0.759163991,-62.19517095,0.031236394,-33.37453334,-46.70359816,0.851155636,0,0,0,2,2,1,7,5,5,4,6,5,32
"MLPRegressor(hidden_layer_sizes=(30, 8), max_iter=60, solver='lbfgs')",0.858985989,84.89714868,0.143813687,48.91284138,64.19192025,0.862661519,0.804121265,-76.86609151,0.086799519,-38.21320073,-44.1380106,0.814685927,12,12,13,12,12,12,2,10,11,8,4,8,43
"LGBMRegressor(learning_rate=0.09, max_depth=7, n_estimators=200, num_leaves=5)",0.896118941,72.86687685,0.042431319,39.93405332,54.8713565,0.896704501,0.703332012,-63.6356487,0.041910073,-38.14026229,-47.73701863,0.809774141,7,7,5,8,9,7,12,6,7,7,7,9,48
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.906564837,69.10622102,0.054487454,49.5935,53.82069476,0.906616922,0.72329214,-71.15335408,0.055775578,-52.37261229,-59.52921399,0.849714695,6,6,8,13,8,6,8,7,8,10,10,6,49
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.895227309,73.17892414,0.058009025,36.37373347,53.26910728,0.895252412,0.788590752,-71.64255804,0.078574526,-44.35238888,-53.07357313,0.827325676,8,8,9,7,7,8,6,9,10,9,9,7,50
DecisionTreeRegressor(max_depth=15),0.87198502,80.88954042,0.04601052,23.85,46.5825,0.873214577,0.620587578,-71.31231245,0.031831444,-33.18,-49.40631868,0.748301071,9,9,6,4,6,9,13,8,6,3,8,13,51
"Lasso(alpha=0.7000000000000001, max_iter=5000)",0.854632714,86.19762752,0.058132684,45.57720848,64.79464311,0.859465314,0.709915654,-83.17222284,0.077866793,-55.38256205,-66.27558844,0.760666099,13,13,10,11,13,13,11,12,9,11,13,11,67
"Ridge(alpha=0.1, solver='sag')",0.862897969,83.71126727,0.063957855,42.70202667,63.07707419,0.866624242,0.719692678,-83.08618413,0.112709365,-57.09912157,-65.95306705,0.761337565,10,10,11,10,11,10,10,11,12,13,12,10,68
LinearRegression(positive=True),0.861956403,83.99822433,0.068859784,40.9043968,62.94633315,0.865726751,0.721253852,-83.44480872,0.174943816,-55.71630881,-65.73811053,0.757106302,11,11,12,9,10,11,9,13,13,12,11,12,70
