,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.945774328,56.86913125,0.033087109,22.28297424,38.38618766,0.947568188,0.77954257,-44.98561021,0.016500617,-23.18523819,-32.51748304,0.810313265,1,1,0,1,1,1,0,0,0,0,0,1,1
<catboost.core.CatBoostRegressor object at 0x00000206AF1A1CD0>,0.933008563,63.20970607,0.045676798,23.38414312,42.23902402,0.937120578,0.759923534,-47.00729752,0.021575345,-23.89891458,-33.05899598,0.793242149,3,3,5,2,3,2,2,1,1,1,1,3,9
"GradientBoostingRegressor(learning_rate=0.05, max_depth=5, n_estimators=650,
                          subsample=0.6)",0.933206157,63.11641749,0.03699756,20.21630541,40.14115418,0.935389739,0.766572201,-52.3867821,0.022373215,-24.04075332,-36.29763833,0.81441705,2,2,1,0,2,3,1,2,2,2,2,0,9
"ExtraTreesRegressor(max_depth=20, n_estimators=21, n_jobs=-3)",0.912519221,72.23213378,0.041592523,28.18095238,47.76693122,0.913373913,0.739556938,-54.85109875,0.023937332,-26.63857143,-39.78285714,0.79250344,6,6,4,4,4,6,4,3,3,3,3,4,20
"RandomForestRegressor(max_depth=10, n_estimators=200)",0.91953222,69.27637151,0.040264645,29.10825,48.3050539,0.919704407,0.757774508,-60.12613031,0.03440038,-30.8814548,-41.98993455,0.781865955,5,5,3,5,6,5,3,4,4,4,4,5,24
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(70, 7), max_iter=60, solver='lbfgs')",0.956470973,50.95227772,0.056705339,25.39154188,36.10971947,0.956546745,0.707417652,-66.69692688,0.041217788,-36.30582127,-48.79664774,0.802283968,0,0,8,3,0,0,5,7,7,5,6,2,32
"LGBMRegressor(learning_rate=0.05, max_depth=13, n_estimators=500, num_leaves=5)",0.850180787,94.52743621,0.080781029,38.28956102,66.13299471,0.851150791,0.50297279,-62.50150494,0.037026964,-37.67267953,-48.07880447,0.66008119,13,13,12,8,12,13,9,5,5,6,5,8,38
"AdaBoostRegressor(loss='exponential', n_estimators=140)",0.910918178,72.89012077,0.037004598,34.525,52.11157637,0.91116451,0.535706679,-66.35089389,0.038949163,-41.05413517,-49.81040335,0.751233974,7,7,2,6,7,7,8,6,6,9,7,7,43
"BaggingRegressor(max_features=0.7000000000000001, max_samples=0.5,
                 n_estimators=650)",0.878936064,84.97311082,0.080286415,50.90712821,66.73681302,0.882532468,0.638823744,-73.34202248,0.063028707,-52.34170688,-59.47606288,0.759826665,8,8,11,12,13,8,6,8,8,10,10,6,48
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.925015225,66.87451873,0.421668148,35.44842686,48.03768212,0.925280496,0.612845086,-74.76436738,0.106185218,-38.83369552,-53.32684093,0.65975249,4,4,13,7,5,4,7,9,12,8,8,9,53
"DecisionTreeRegressor(max_depth=20, min_samples_leaf=4)",0.870396279,87.91902409,0.060931911,51.25,65.91902778,0.87139548,0.281404213,-88.36939056,0.065653913,-38.63858333,-59.37383135,0.464301831,11,11,10,13,11,11,13,13,9,7,9,13,64
"Lasso(alpha=0.8, max_iter=3000)",0.868876355,88.43305519,0.059547199,43.9179953,65.0475013,0.870822806,0.464711133,-82.73929041,0.072175871,-54.01386959,-65.3221919,0.618906063,12,12,9,11,10,12,12,10,10,13,11,11,67
"Ridge(alpha=0.1, solver='saga')",0.878119842,85.25907708,0.056655307,43.56793844,63.07979491,0.879439047,0.472848025,-83.17641552,0.094872866,-53.91321755,-65.65730548,0.6191786,10,10,7,9,9,10,11,11,11,12,13,10,68
LinearRegression(positive=True),0.878652387,85.07260699,0.056463267,43.78302231,62.87092671,0.880136271,0.474320931,-83.38120048,0.10800405,-52.85875787,-65.58914222,0.612172958,9,9,6,10,8,9,10,12,13,11,12,12,70
