,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=350, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.942821389,49.68356599,0.013685928,20.98513794,34.43639575,0.944514082,0.886584054,-49.05180088,0.01799705,-27.89108521,-36.10084545,0.910813775,0,0,0,0,1,0,0,0,0,1,0,0,1
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=350, subsample=0.6)",0.923324273,57.53404501,0.022959427,34.90499757,43.65184535,0.925100064,0.882146255,-52.07070507,0.018760405,-26.74670316,-37.34341263,0.897858,4,4,4,6,5,4,1,2,1,0,1,2,7
<catboost.core.CatBoostRegressor object at 0x0000020669536880>,0.924444028,57.11239297,0.02593731,27.11778232,41.5490489,0.927184732,0.879682892,-52.01917745,0.022050658,-28.78719946,-37.4946654,0.896828686,3,3,5,3,4,3,2,1,2,3,2,3,13
"ExtraTreesRegressor(max_depth=25, n_estimators=61, n_jobs=-2)",0.937917093,51.77045452,0.013947908,24.57377049,34.06495082,0.938463274,0.845259108,-56.59339946,0.023154604,-28.07827869,-41.21329436,0.898220967,1,1,1,1,0,1,3,3,3,2,3,1,15
"RandomForestRegressor(max_depth=14, n_estimators=650)",0.919070171,59.10854485,0.020371558,25.10192308,38.61731128,0.919177254,0.835985044,-58.94597763,0.025365604,-34.17566923,-43.16672987,0.889293041,5,5,2,2,2,5,4,4,4,5,4,4,25
"LGBMRegressor(learning_rate=0.07, max_depth=19, n_estimators=500, num_leaves=8)",0.888399527,69.41110756,0.033220119,39.4340386,49.9393327,0.890997525,0.834203993,-61.29793697,0.031375447,-32.29612613,-44.62337206,0.857999056,6,6,7,7,7,6,5,5,6,4,5,5,30
"AdaBoostRegressor(loss='square', n_estimators=80)",0.928822977,55.43267907,0.020777112,29.25416667,39.05849943,0.929236528,0.726547435,-69.44367146,0.031117213,-41.05815907,-51.41361455,0.847455662,2,2,3,5,3,2,12,6,5,7,6,6,42
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 7), max_iter=60,
             solver='lbfgs')",0.880669531,71.77474054,0.029388753,27.96593738,46.92517446,0.881262382,0.793024445,-75.82024325,0.041327501,-48.43191636,-51.86386536,0.841012888,7,7,6,4,6,7,7,9,8,8,7,7,46
"DecisionTreeRegressor(max_depth=5, min_samples_split=10)",0.837615759,83.72745622,0.040074922,52.37181818,63.14838485,0.840892707,0.718172033,-73.61065604,0.037859082,-40.23059524,-53.68865512,0.785688149,13,13,8,13,13,10,13,7,7,6,8,10,51
"SVR(C=1.6, cache_size=3000, epsilon=0.01, gamma=4, kernel='poly')",0.870355672,74.81225021,0.055966913,44.27687144,55.70680697,0.872147017,0.809523019,-76.24176817,0.079487271,-48.7014997,-58.1614084,0.837554717,9,9,10,10,8,9,6,10,10,9,10,8,53
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=50)",0.873687461,73.84467622,0.054668351,44.567,56.18065067,0.875802933,0.729530815,-75.51645924,0.0568648,-49.71903333,-55.80316202,0.832862812,8,8,9,11,9,8,11,8,9,10,9,9,56
"Lasso(alpha=0.8, max_iter=3000)",0.839292258,83.29412243,0.061195041,46.6329577,61.67350238,0.839397831,0.752960301,-85.57071392,0.079931302,-54.59532176,-66.20977558,0.767739449,11,11,13,12,12,12,8,11,11,13,13,11,67
LinearRegression(positive=True),0.838827587,83.41445404,0.06042939,40.03096582,60.72743889,0.839113047,0.748953785,-86.29212119,0.119948869,-51.34516485,-65.74917259,0.762983163,12,12,11,8,10,13,10,13,12,11,11,13,70
"Ridge(alpha=0.1, solver='saga')",0.839738321,83.17844598,0.060709301,43.03855399,60.95735967,0.840018131,0.751663119,-85.96782122,0.137495695,-53.33438576,-66.00194464,0.765702413,10,10,12,9,11,11,9,12,13,12,12,12,70
