,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.01, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9165740725710162,54.439822608867985,0.02221450891967817,32.23576354980469,41.74593658447266,0.9400388053956941,0.9099681642346672,-45.09625658393882,0.018352177630956316,-23.956067352294923,-32.82393555535211,0.9298308237170734,1,1,1,1,1,1,0,0,0,0,0,0,0
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=650, subsample=0.6)",0.9004811932925898,59.459158659409994,0.020082766522964982,32.14358087976268,43.570491749679334,0.9232853038707501,0.8887114379183441,-50.34057433340835,0.028840131496639335,-26.116523190249858,-38.94424647284856,0.8837720127620974,3,3,0,0,2,5,2,2,2,1,2,3,12
<catboost.core.CatBoostRegressor object at 0x000001ADB7511E50>,0.8794958694135472,65.42852752834924,0.03526812900866323,46.41777700783601,50.98983895625684,0.9368965558211363,0.903497378874883,-50.22805098732385,0.030865313580261868,-31.63364622194366,-37.59877128578096,0.9111338433589043,6,6,5,9,6,2,1,1,3,5,1,1,12
"ExtraTreesRegressor(max_depth=15, n_estimators=41, n_jobs=-4)",0.9257150988351385,51.37081485703675,0.023357907620910612,34.03048780487808,41.21577235772358,0.9477831268543013,0.8802843580423009,-53.46407381697558,0.02250567277703611,-28.425365853658537,-38.99463008130081,0.9051194034343846,0,0,2,2,0,0,3,3,1,2,3,2,14
"RandomForestRegressor(max_depth=18, n_estimators=200)",0.8861955446798344,63.58370229239827,0.0290275892505425,38.72300000000003,49.667316666666665,0.9290466135698386,0.8407109395312192,-60.24263671772122,0.03548413567276179,-31.492375000000003,-43.93893222222221,0.881951530926685,5,5,4,5,5,4,5,4,5,4,4,4,26
"AdaBoostRegressor(loss='square', n_estimators=110)",0.8925415044698796,61.78549888291004,0.023420837366872987,37.00000000000003,47.652989635087465,0.9343443927501391,0.8405634925919399,-60.330349877803854,0.034630417075825794,-30.064426811215604,-45.931390861399535,0.8739098315694676,4,4,3,4,4,3,6,5,4,3,5,5,28
"MLPRegressor(hidden_layer_sizes=(70, 9), max_iter=60, solver='lbfgs')",0.8068797633294031,82.82855258982299,0.07056136742076044,45.738021119144406,61.19929196663584,0.8389085464790513,0.849602369249767,-65.78180588226158,0.042115143889409366,-35.227633001270796,-49.016313509490416,0.8309681813326962,9,9,9,8,9,9,4,6,6,6,6,8,36
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=50)",0.8700600310425517,67.94187986494995,0.050099989678184804,52.894309523809525,56.78043968253965,0.9196475242692619,0.817100872757881,-65.8148449371229,0.05260562999653319,-41.95206666666668,-49.826487666666665,0.8496519673498565,7,7,7,12,7,6,7,7,7,8,7,7,43
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.9121764305218344,55.85624314428158,0.05030922067671417,34.09139129886836,44.24095268561487,0.9128255596669202,0.8125106870534602,-68.338814617451,0.055387045647397895,-40.373513315807465,-51.29087082324994,0.8673328916443401,2,2,8,3,3,7,8,8,9,7,8,6,46
"LGBMRegressor(learning_rate=0.11, max_depth=19, n_estimators=650, num_leaves=2)",0.6774578215712526,107.04328713487384,0.08290346629265728,62.79537122602852,80.9346053894639,0.7932757043924824,0.730843712256328,-83.92004430057015,0.05398539102707863,-57.84572413790003,-65.70730156232915,0.7681898476402598,13,13,13,13,13,13,9,9,8,13,10,9,58
"DecisionTreeRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5)",0.834574960237898,76.65964496830564,0.03913663068234861,44.75,59.00222222222223,0.8766322753551901,0.6917484855998877,-84.25711241570386,0.05852303491165028,-43.997069911297835,-58.140001589659434,0.7478185967907202,8,8,6,7,8,8,13,10,10,9,9,10,61
"Lasso(alpha=0.1, max_iter=4000)",0.7804861631489444,88.3074064940574,0.07335649881654589,40.57700951046266,63.577329135462755,0.8015969709745084,0.7178724549744785,-84.96643342764654,0.12735063048351886,-55.37081428921486,-66.84468896082805,0.7453438948959671,10,10,10,6,10,10,10,11,11,10,11,11,64
"Ridge(alpha=0.0, solver='cholesky')",0.7722970037974431,89.9395172920254,0.0748971400524114,48.65373788806028,66.5338103299604,0.7960547129048119,0.7059837524865606,-86.26634984841678,0.12906214895566867,-57.74257084997316,-68.39505255673733,0.7384978028937621,11,11,11,10,11,11,11,12,13,11,12,13,72
LinearRegression(),0.7722970037972985,89.93951729205398,0.07489714005244204,48.65373788813122,66.53381032999975,0.7960547129047022,0.7059837524864526,-86.26634984842148,0.12906214895551094,-57.74257084998042,-68.39505255674062,0.7384978028937635,12,12,12,11,12,12,12,13,12,12,13,12,74
