,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x00000206B30BCDF0>,0.933087459,54.55538098,0.019360618,24.93036771,40.66124126,0.944146734,0.795281765,-44.47849258,0.02049465,-25.09161607,-32.12703254,0.824863453,1,1,2,1,2,1,0,0,1,1,0,1,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.944798089,49.5519656,0.015512957,26.30981445,36.20644421,0.948202409,0.751761822,-48.03714536,0.020695668,-24.66338211,-34.76845908,0.828926101,0,0,1,2,0,0,2,2,2,0,1,0,7
"ExtraTreesRegressor(max_depth=10, n_estimators=21, n_jobs=-3)",0.925419011,57.59673976,0.013906984,23.82777778,37.32827381,0.925691333,0.785682371,-48.07134609,0.018671142,-26.56839333,-35.48238044,0.804396473,2,2,0,0,1,4,1,3,0,2,3,2,11
"GradientBoostingRegressor(learning_rate=0.05, max_depth=5, n_estimators=350,
                          subsample=0.6)",0.921672194,59.02579051,0.020161451,36.97580796,44.6588939,0.926830314,0.749263658,-47.82294181,0.02127571,-27.17071204,-35.18475313,0.780500461,3,3,4,11,4,3,4,1,3,3,2,4,17
"RandomForestRegressor(max_depth=26, n_estimators=200)",0.902788104,65.75723409,0.020512361,29.774,48.87458333,0.90487984,0.749866529,-58.82461141,0.031055612,-31.99625,-42.61492083,0.780586513,6,6,5,6,7,6,3,4,4,4,4,3,22
AdaBoostRegressor(),0.900444515,66.54515278,0.019578974,39.03703704,52.48624959,0.903595598,0.569718982,-58.9055522,0.033079075,-44.70384893,-46.82248102,0.767214724,7,7,3,12,8,7,8,5,5,7,6,6,37
"LGBMRegressor(learning_rate=0.11, max_depth=13, n_estimators=650, num_leaves=5)",0.918763817,60.11164123,0.023732143,28.37456317,45.79965806,0.929502401,0.617512305,-60.0375299,0.045309141,-41.73417904,-46.67283482,0.659287849,5,5,8,4,5,2,7,6,6,6,5,9,39
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.899222818,66.9522129,0.020658392,33.38585606,47.30547662,0.900673589,0.703526424,-65.13065213,0.04943856,-45.92914609,-51.45651492,0.764541807,8,8,6,7,6,8,5,8,7,9,7,7,43
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 6), max_iter=60,
             solver='lbfgs')",0.835361436,85.57553362,0.033771125,29.72941286,54.51292157,0.846899416,0.39623142,-60.06678703,0.122161109,-45.37806429,-52.0873455,0.776934565,12,12,10,5,9,9,9,7,9,8,8,5,46
"SVR(cache_size=4000, epsilon=0.01, gamma=4, kernel='poly')",0.919222493,59.94169984,0.021807516,27.18039941,44.46984472,0.919284585,0.619953661,-71.78003839,0.17422299,-49.12845564,-55.22173157,0.687573361,4,4,7,3,3,5,6,9,12,10,10,8,55
"DecisionTreeRegressor(max_depth=5, min_samples_split=5)",0.831717892,86.51726907,0.033182883,55.91666667,67.32856041,0.833677011,0.277634426,-85.30367019,0.065651503,-37.37352402,-54.56437115,0.389191596,13,13,9,13,13,13,13,13,8,5,9,13,61
"Lasso(alpha=0.3, max_iter=8000)",0.845480185,82.90408298,0.036675921,35.87525875,58.81856255,0.845505728,0.308162388,-83.89091776,0.129771714,-60.68445983,-66.09542408,0.621023792,9,9,12,10,12,10,11,10,10,11,12,11,65
LinearRegression(positive=True),0.843344511,83.47504052,0.036615775,35.471848,58.23745563,0.843435748,0.316793175,-84.1938524,0.139609881,-60.82563684,-65.96375602,0.616370558,11,11,11,8,10,12,10,12,11,12,11,12,68
"Ridge(alpha=0.1, solver='sag')",0.844911379,83.05653293,0.036794893,35.66449746,58.72017694,0.844954921,0.30633317,-84.02474647,0.196712491,-61.40978258,-66.23859845,0.62319554,10,10,13,9,11,11,12,11,13,13,13,10,72
