,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9386260931216427,57.666745545178685,0.026372779561468617,24.798583984375,41.67824440814079,0.938752645142057,0.9390027795429841,-40.04536716626558,0.01223756135479491,-20.49596603393554,-28.686524723307294,0.9399669872664844,3,3,4,1,4,3,0,0,0,1,0,0,1
<catboost.core.CatBoostRegressor object at 0x0000011E33A9CD30>,0.9254235074422702,63.56741257552195,0.05036829783318445,31.45584128235339,42.7625626183332,0.9266529188754057,0.9336385136988049,-45.35813872722215,0.022123763617632342,-19.697471488598985,-30.728480979343537,0.9360811872084319,6,6,8,5,5,6,1,2,3,0,1,1,8
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=650, subsample=0.6)",0.9359365895049537,58.91672327171926,0.020634526462200032,28.79013002762207,41.00124426982504,0.9359750843223043,0.9287888570453138,-43.844256259098294,0.01945776562599322,-23.939809071494675,-33.39733829585749,0.9330696803937396,4,4,1,2,3,4,2,1,1,3,3,2,12
"ExtraTreesRegressor(max_depth=25, n_estimators=41, n_jobs=-5)",0.9481750466042493,52.991110098036295,0.024234098111464424,30.707317073170714,37.580923715620145,0.9483962691857197,0.9120119264516445,-53.18596742188813,0.021166121015752427,-23.134695121951207,-32.38980325203252,0.9231280801420956,0,0,3,4,0,0,3,5,2,2,2,3,17
"RandomForestRegressor(max_depth=26, n_estimators=500)",0.9393206608914495,57.339510146399235,0.023818741658376896,24.74120000000002,39.29027106382986,0.9393234392953739,0.9005120686052631,-53.08277190178861,0.02387198574720043,-27.31017399999996,-36.93078757499998,0.9113035875030624,2,2,2,0,1,2,5,4,4,5,4,5,27
"LGBMRegressor(learning_rate=0.09, max_depth=7, n_estimators=500, num_leaves=5)",0.9303788759638592,61.41918832289524,0.047082262099101914,42.075790107648544,48.15349113439675,0.9323743898392474,0.9110838619254285,-52.168331366970044,0.03352020804427932,-28.771582261295144,-37.83008109783817,0.9149094538905229,5,5,6,10,6,5,4,3,6,6,5,4,28
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9189475938867092,66.26993022522232,0.03805176190956158,36.454545454545496,50.011134542250765,0.919751996535273,0.856031112542494,-59.9546346500467,0.03344485789508557,-34.1496138789878,-41.3060630825394,0.8844665476361205,7,7,5,9,7,7,8,6,5,7,7,6,39
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 9), max_iter=60, solver='lbfgs')",0.806708179170623,102.33879429468978,0.10901017459152314,35.588635500451915,66.3149990804661,0.8078627584299779,0.858601775362758,-64.65324516384908,0.03566503940365704,-34.89149134288787,-49.524105417710885,0.86830696449156,13,13,13,8,11,13,6,7,7,8,8,8,44
"DecisionTreeRegressor(max_depth=10, min_samples_split=5)",0.9458892520509093,54.147115488054524,0.016825534970589327,30.0,39.81601063829787,0.9460466804806467,0.8290171425029644,-66.38147323869806,0.0365058669284049,-25.66166666666667,-37.99798020833333,0.8460289983951382,1,1,0,3,2,1,10,8,8,4,6,10,46
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.8869452501095667,78.26686965213523,0.06169202378889615,34.30070476190471,56.24045199015777,0.8871782430151023,0.8569659293669771,-67.27006328777324,0.05133470852668207,-42.65638321995462,-51.73818863839335,0.8682601883552239,9,9,10,7,9,9,7,9,9,10,10,9,54
"SVR(C=1.6, cache_size=3000, epsilon=0.01, gamma=4, kernel='poly')",0.9081448298136644,70.54810628144666,0.04723532672919513,33.49875678073846,53.15846168290631,0.9096511266910698,0.8440309874661738,-68.75262490171042,0.11197272783409709,-37.782586453379,-51.22936561412972,0.8762533903511018,8,8,7,6,8,8,9,10,13,9,9,7,57
Ridge(solver='sag'),0.8636521901494453,85.9523273302111,0.05996132055525595,49.39456617972962,66.0617005464864,0.8636586266694435,0.7331595517816165,-84.90154998509523,0.07369512176243824,-61.134377237507884,-69.25677206762548,0.7511470651442049,10,10,9,11,10,10,11,11,10,13,12,11,68
"Lasso(alpha=0.1, max_iter=4000)",0.8469013723877319,91.07919978123891,0.0742262609622119,51.88792845427133,68.1741672475814,0.8469130171043635,0.7171707050279889,-85.19199461606254,0.08683458488519584,-57.24495410593804,-67.83489144105934,0.744472516430891,11,11,11,13,12,11,12,12,11,12,11,12,70
LinearRegression(),0.846550528835003,91.18349942314522,0.07473930222537747,51.5840451774651,68.23963892766558,0.8465550890209295,0.6099401520558365,-109.33220779716429,0.09476856212117815,-57.203952083839134,-74.44711813909333,0.638673878996628,12,12,12,12,13,12,13,13,12,11,13,13,75
