,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000016EAEC4CF40>,0.9231663056283763,65.31141563066613,0.054246303103708676,26.364784235970887,45.2240423781065,0.9283641137664602,0.8782383275154253,-52.64199079696022,0.027624808422704237,-27.101629368224685,-36.192175794958146,0.8904153938817106,8,8,12,2,8,8,0,0,1,0,0,0,1
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=50, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9579001067508625,48.3452417957333,0.019797196888779494,30.1839599609375,38.06058220757378,0.9593302744104069,0.8382962685062789,-54.649657134310026,0.02339653506695759,-30.03402725219727,-39.49099931844075,0.882021906750839,2,2,1,5,2,2,2,1,0,2,2,2,9
"ExtraTreesRegressor(max_depth=15, n_estimators=81, n_jobs=-5)",0.9589229333891423,47.75435136084709,0.02663614556991666,24.171975308641947,34.01299314128943,0.9621482496027589,0.8689233734003038,-61.38361896508879,0.02855394992257892,-27.93196913580247,-38.83429502253576,0.8894269360632391,1,1,3,0,1,1,1,2,3,1,1,1,9
"GradientBoostingRegressor(learning_rate=0.07, n_estimators=50, subsample=0.6)",0.9355233597955122,59.829371242778066,0.030044881824803093,32.86704043310604,44.943952097381384,0.9417492668144586,0.833022432812721,-64.59123709707673,0.036260236962982514,-36.30577903898329,-45.61583647968173,0.8715490474941783,5,5,5,7,7,5,4,4,4,6,5,3,26
"LGBMRegressor(learning_rate=0.11, max_depth=7, n_estimators=200, num_leaves=8)",0.9082234850069567,71.38040710083709,0.05395335965325869,41.08251945286435,53.06044658221136,0.9096946755033753,0.8308933673812195,-62.11724739315608,0.04259196341719448,-36.85039648689614,-44.62561428192789,0.8645281369718235,11,11,11,11,10,12,5,3,6,7,3,4,28
"RandomForestRegressor(max_depth=10, n_estimators=50)",0.9602351311252502,46.985409545751104,0.017947538118178515,25.52800000000002,33.827173713200374,0.9659235880249895,0.8119385429834564,-65.42289554347249,0.03870925414466968,-30.734587301587293,-44.90239640375815,0.8400795629966605,0,0,0,1,0,0,7,5,5,3,4,6,30
"AdaBoostRegressor(loss='square', n_estimators=80)",0.9461258338562258,54.68944549308113,0.02972944599800497,31.086956521739125,42.28417224477734,0.9508279049906798,0.7642404564816665,-70.65643977081989,0.028208575108806512,-32.89953946053946,-46.6272428187401,0.8322733692673158,3,3,4,6,4,3,9,7,2,4,6,9,37
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 9), max_iter=60, solver='lbfgs')",0.9090741529106894,71.04882782081918,0.033409158072238467,28.90243183599793,44.76086603102246,0.9135519305159903,0.8122377721954706,-66.7250606730171,0.04381746737498276,-41.128581855149996,-51.26456793917242,0.8389277397900635,10,10,6,4,6,10,6,6,7,8,7,7,41
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.932087093352812,61.402972909575105,0.5545408293722962,27.642209086087917,44.22365686566731,0.9377988724991888,0.838236186262548,-70.80719892063682,0.07609282459086945,-41.917736429691885,-52.29921856240581,0.8603905088901074,6,6,13,3,5,7,3,8,12,9,8,5,45
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.9317085186237526,61.57387789496387,0.050363532757114575,38.53981819291977,47.85943676299017,0.9407773935249142,0.8044203954526905,-73.68283079297193,0.058145722444185755,-48.09452371794873,-55.14366433489588,0.8364112540977386,7,7,9,9,9,6,8,9,8,10,9,8,52
DecisionTreeRegressor(max_depth=25),0.9419987563767243,56.74556076616626,0.022228628373332962,33.0,42.08888888888888,0.946039565041725,0.6818186080405293,-94.21124600269837,0.061855334460926496,-34.46,-56.542633333333335,0.7642123427488827,4,4,2,8,3,4,13,13,9,5,10,10,60
"Lasso(alpha=0.8, max_iter=3000)",0.912202083823879,69.81606118038984,0.04467814626148567,46.38797915518313,53.96456621044955,0.9169052637137783,0.7055919231173738,-85.09308569325933,0.06810424652546385,-56.61588775572134,-66.54361691734579,0.7378798046612999,9,9,8,12,12,9,10,11,10,12,12,12,67
LinearRegression(),0.9079415119230355,71.48997716604383,0.044401258845877235,39.562110803851965,53.56382703859031,0.9128938522965638,0.7014949562602941,-84.84711210400354,0.08514103386336587,-54.52054144401973,-65.99269181272459,0.7254691478893813,12,12,7,10,11,11,11,10,13,11,11,13,69
Ridge(solver='saga'),0.901694184128875,73.87591030057395,0.053903909302930104,55.5698088351844,60.04978751187819,0.9063239540473117,0.6926443383278407,-85.275276803354,0.07021084557112887,-59.61928749499987,-68.54650924371343,0.7490275624299727,13,13,10,13,13,13,12,12,11,13,13,11,72
