,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9504145885660573,51.49380621771806,0.015438872101425583,21.721160888671875,35.61058993869358,0.9526131707675853,0.9114154777713089,-45.692001741283356,0.017051080157717946,-25.719890747070316,-33.79992893763951,0.9160704610997309,4,4,1,1,1,4,0,0,0,1,0,1,2
"ExtraTreesRegressor(max_depth=10, n_estimators=41, n_jobs=-5)",0.9697122182450135,40.24498477084535,0.011491048855404995,19.190853658536582,28.216607046070475,0.9714457091036954,0.9078967769988913,-47.21640771672521,0.019766207483044123,-28.282386188555336,-37.27073281118032,0.9176788660868527,0,0,0,0,0,0,2,1,2,2,3,0,10
<catboost.core.CatBoostRegressor object at 0x000002615B0A9FD0>,0.950092459460873,51.66079888937661,0.024021584492925723,22.18741953463791,37.71978811133666,0.9539459177751692,0.9029319422645946,-47.519751791080054,0.025647296164073425,-24.31754306177955,-34.99916545236046,0.9068323401444303,5,5,5,2,4,3,3,2,3,0,1,3,12
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=350, subsample=0.6)",0.9513454321173344,51.008181847265256,0.018717186300025983,24.178257154096002,36.562605699525285,0.9575190031948407,0.9103468822032017,-48.478383425849714,0.01744774719006083,-28.38178147406926,-36.93031859504894,0.9159607482123191,2,2,3,4,3,2,1,3,1,3,2,2,12
"RandomForestRegressor(max_depth=18, n_estimators=50)",0.9546209254111451,49.26129803676173,0.016168218572787104,24.045999999999935,35.802311111111095,0.9645005132520356,0.8814563608691953,-56.73310072120071,0.029419686855500997,-30.64149999999999,-40.44997333333334,0.8886754438148831,1,1,2,3,2,1,4,4,4,6,5,4,27
"AdaBoostRegressor(loss='square', n_estimators=140)",0.9390732812000786,57.07973244149502,0.02037238693050839,24.42424242424238,39.30993251046522,0.9436361353278937,0.8654078519145374,-59.04530933675297,0.03259996712421487,-30.405285158771562,-40.01043287113609,0.8872984795157072,6,6,4,5,5,6,6,5,5,5,4,5,30
"LGBMRegressor(learning_rate=0.05, max_depth=19, n_estimators=500, num_leaves=8)",0.8994596611808722,73.32434733753932,0.03917880215636536,44.12279526824142,55.02180447668939,0.9037472099012556,0.8711811548089775,-60.239178358616826,0.03823274626515879,-34.29510910229921,-44.96313228606904,0.878495988252598,11,11,10,11,11,11,5,6,6,8,7,6,38
"DecisionTreeRegressor(max_depth=10, min_samples_split=5)",0.8926077949219505,75.7817122430856,0.04326552898744333,42.85000000000002,50.43814814814814,0.8975190402813936,0.8604367439958139,-68.06481173723613,0.04535680530281714,-29.66875,-44.66761507936508,0.8448897510087663,12,12,11,10,8,12,7,10,7,4,6,9,43
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.9327388334610485,59.9736155507652,0.037756716259019656,32.21764102564106,45.12705027984367,0.9394047520196125,0.8474153257297857,-65.9366477994306,0.05113090598487595,-44.05493974358976,-51.63857683622096,0.8689867054600915,7,7,9,7,7,7,9,7,8,10,10,8,52
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 8), max_iter=60, solver='lbfgs')",0.8377746761196678,93.14024129683862,0.05060667737220276,37.91530776102604,59.887830295043095,0.8402429318744458,0.8280574253993995,-66.55811966783645,0.052299401424762894,-33.67562282228021,-49.208151018512496,0.8261425427697556,13,13,12,8,13,13,10,8,9,7,9,10,53
"SVR(C=1.3, cache_size=3000, epsilon=0.01, gamma=4, kernel='poly')",0.9510702408224863,51.15223014271947,0.16236558822926422,29.950082570781717,39.76740850199523,0.9519584674317876,0.8566339380336918,-67.30472988205783,0.07159918358218274,-37.16368442757262,-49.05498621450149,0.8776422034063807,3,3,13,6,6,5,8,9,12,9,8,7,53
"Lasso(alpha=0.8, max_iter=3000)",0.9127107080221744,68.32167721142619,0.028918625278149805,44.74859980895266,50.730458934257705,0.9138122141063134,0.7379679328814165,-80.89624508254262,0.06556366786612382,-51.83974583844626,-63.25176390245209,0.7594011054365897,8,8,6,12,9,8,11,11,10,12,11,12,67
Ridge(solver='sag'),0.9068318859243871,70.584880863803,0.035708525875988786,48.36292529998485,55.655788211417864,0.9083276367138464,0.7269268881959061,-81.51247433324316,0.06716878855812566,-56.30660393797152,-65.20759890752802,0.7691540905389351,9,9,8,13,12,9,13,12,11,13,13,11,73
LinearRegression(positive=True),0.9042601307207929,71.5524401138762,0.031068616555170094,39.13929916529173,51.723513071823234,0.9051484152611813,0.7364871092094807,-81.95090120106225,0.0790953757013477,-50.22552362528138,-63.534217871818996,0.7560719874029563,10,10,7,9,10,10,12,13,13,11,12,13,74
