,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9295053786282809,55.35409243499864,0.01936084323231049,27.34356689453125,40.10190696097709,0.9296424272275623,0.8917250309839311,-61.205870235092185,0.03530511142684865,-30.486882965087894,-42.63299188995361,0.9003340593256123,2,2,0,2,1,2,0,0,0,4,0,0,4
<catboost.core.CatBoostRegressor object at 0x000002152C312940>,0.9318849646033804,54.411818010301594,0.04626459432530777,30.68094968718941,41.95998532105075,0.9332533356703777,0.8823900857642419,-64.21716107404114,0.03976889131864661,-29.1220081809419,-43.546389501618734,0.892373178344027,1,1,7,6,4,1,1,1,2,0,1,1,6
"LGBMRegressor(learning_rate=0.11, max_depth=19, n_estimators=650, num_leaves=8)",0.9166933440466671,60.17437584933916,0.035869533255109755,30.055218865337253,43.15018959814031,0.9179694984360246,0.8772577193876563,-66.21248607799923,0.04372204674881911,-29.75798090549106,-44.737378332689005,0.8872112016694059,3,3,6,5,6,3,2,2,4,1,3,3,15
"ExtraTreesRegressor(max_depth=20, n_estimators=21, n_jobs=-3)",0.9164625506998321,60.257671955705014,0.02443224328653015,26.49999999999997,41.13298584298584,0.9165549870313628,0.8598474115564685,-66.65148498272907,0.03929785194602358,-30.38352380952381,-45.61307333333333,0.8889041527028265,4,4,1,1,3,4,5,4,1,3,4,2,19
"GradientBoostingRegressor(learning_rate=0.09, max_depth=9, n_estimators=50,
                          subsample=0.7)",0.9125318084072263,61.65904831711939,0.02853381205205406,22.702582107155607,38.97458962556937,0.9147381884126701,0.8656456836513883,-66.42786695162178,0.044207065549090076,-29.77506733170474,-44.64163771334827,0.8810525696012681,5,5,3,0,0,5,4,3,5,2,2,5,21
"RandomForestRegressor(max_depth=22, n_estimators=200)",0.9063806844579494,63.790274987997655,0.029805139011125498,27.79612499999996,42.74823310810813,0.9076410091379676,0.8719540684717583,-67.61570502364832,0.042941484539906524,-30.881692500000035,-47.215106541666664,0.8842285856473208,6,6,4,3,5,6,3,5,3,5,5,4,25
AdaBoostRegressor(loss='square'),0.8724262694234775,74.46503042442951,0.034865882077689724,43.17205194805197,54.24147861242863,0.8726990144827703,0.8332185203330533,-72.48559207190007,0.051906730111653615,-43.23884152683875,-56.26984547352431,0.8595143489608414,7,7,5,8,7,8,6,6,6,7,8,6,39
"DecisionTreeRegressor(max_depth=25, min_samples_leaf=4, min_samples_split=10)",0.8237382246034571,87.52876758907396,0.05322434689613252,31.507857142857134,57.453039468039485,0.8245068209736577,0.8178123978314524,-81.16574947811554,0.05592291942926527,-31.42541666666667,-51.085148777777775,0.8326433618290624,13,13,9,7,9,13,9,9,7,6,6,10,47
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(70, 7), max_iter=60, solver='lbfgs')",0.9333881352957537,53.80808538603997,0.025519937207115158,28.83789219989623,41.041323890904934,0.9335840901565261,0.7992036546482684,-85.56502376561029,0.0661726081287486,-43.631955167681284,-56.11973540055163,0.8489749143635349,0,0,2,4,2,0,10,10,8,8,7,7,50
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.871462378568285,74.74581352159085,0.054500804540922355,54.971441452991456,58.34776092851596,0.8730217036298366,0.8288153519764713,-76.73549328956433,0.06702040818668356,-53.4618244871795,-61.08289058491128,0.8431242707842361,8,8,10,10,10,7,7,7,9,10,10,8,51
"SVR(C=1.6, cache_size=2000, epsilon=0.01, gamma=4, kernel='poly')",0.8664652275891466,76.18490472730335,0.05156023104238387,51.20744885422053,56.00627039984967,0.8673423219848561,0.8181300319328283,-78.30521789904661,0.13554074083810652,-44.39605240830711,-58.156213986829265,0.8369550473644818,9,9,8,9,8,9,8,8,13,9,9,9,56
LinearRegression(positive=True),0.8259174324166003,86.98600495839833,0.06590807379755922,57.82866482581397,68.45857522010236,0.8260841332386049,0.7638238255356211,-91.89827262053234,0.08299881804440198,-58.00859603372841,-71.65698025545672,0.8082435779253434,10,10,11,11,11,10,11,12,11,11,11,11,67
"Lasso(alpha=0.2, max_iter=4000)",0.8243578514495836,87.37478377057849,0.06779832114410517,60.236588819517635,69.39475093006824,0.8249212090239441,0.7629521328899421,-91.6298166328719,0.08001485135633597,-58.529516229933584,-71.70014588651853,0.8044927917177089,11,11,12,12,12,11,12,11,10,12,12,12,69
"Ridge(alpha=0.1, solver='saga')",0.8240581054714542,87.4493076701174,0.06830717100604396,60.99982588603973,69.53088483549023,0.8247173652835352,0.7555694312439567,-92.12658107532164,0.08520571283537738,-59.89642195340163,-72.52306458727018,0.7962356138965678,12,12,13,13,13,12,13,13,12,13,13,13,77
