,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x00000253076D7640>,0.932671324,60.91065349,0.035984768,28.28563678,44.42247917,0.94102264,0.88492694,-53.29991664,0.024263999,-23.75899422,-36.00973719,0.89370738,2,2,5,3,4,2,0,0,1,0,0,1,2
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.09, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.955800831,49.35149036,0.018160475,22.25109863,36.19015089,0.96092784,0.883737617,-55.37818572,0.02161903,-25.77985992,-37.61485312,0.897634873,0,0,0,0,0,0,1,1,0,1,1,0,4
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=500, subsample=0.8)",0.942921784,56.0826357,0.019910526,24.63126035,39.3467798,0.94778268,0.866339167,-60.81248555,0.026607527,-31.67936509,-39.10348505,0.877741737,1,1,1,1,1,1,2,2,2,3,2,2,13
"ExtraTreesRegressor(max_depth=15, n_estimators=21, n_jobs=-4)",0.931416169,61.47578636,0.021384068,32,41.23206349,0.939207405,0.851297797,-63.75427878,0.031232063,-30.13571429,-43.73739153,0.864754388,3,3,2,5,2,3,3,3,3,2,3,3,17
"RandomForestRegressor(max_depth=10, n_estimators=500)",0.919175574,66.73667052,0.02524952,28.9576,44.75787311,0.924038858,0.816025197,-65.47624978,0.031471686,-34.72021124,-45.26148221,0.85106301,6,6,4,4,5,6,4,4,4,4,4,5,25
"LGBMRegressor(learning_rate=0.07, max_depth=13, n_estimators=650, num_leaves=5)",0.862396728,87.07783106,0.062936205,39.26410623,62.65569227,0.87304637,0.815370784,-70.65626002,0.044213939,-36.60478925,-49.71582072,0.833149536,10,10,9,6,10,10,5,7,6,5,5,7,35
AdaBoostRegressor(loss='square'),0.921059489,65.95431114,0.036480236,49.14285714,50.23720991,0.930645985,0.76842775,-68.89582258,0.037010528,-38.69938054,-52.45410585,0.832181647,5,5,6,9,6,5,8,5,5,6,6,8,38
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.904080652,72.70199552,0.055652518,50.37857143,58.77550681,0.913800767,0.812221453,-70.20954896,0.047269553,-47.49162794,-54.52200626,0.852512527,7,7,7,10,8,7,6,6,7,9,8,4,40
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.881028075,80.96838293,0.05718264,42.73382109,55.94176151,0.892552165,0.764929955,-72.91011715,0.048167315,-46.25918904,-53.02645488,0.821442198,9,9,8,8,7,9,9,8,8,7,7,9,48
"SVR(C=1.6, cache_size=2000, epsilon=0.01, gamma=4, kernel='poly')",0.882672409,80.4068962,0.069374499,42.15103558,58.92735649,0.902194638,0.80621267,-73.884158,0.05426787,-46.36497881,-56.05284432,0.8374287,8,8,10,7,9,8,7,9,9,8,9,6,48
"Lasso(alpha=0.8, max_iter=3000)",0.853869638,89.73532738,0.098028542,55.56186231,67.14056882,0.861389911,0.684092869,-87.35749347,0.075116941,-60.68662999,-68.3247166,0.715123161,11,11,11,13,13,11,10,10,11,13,12,10,66
"DecisionTreeRegressor(max_depth=25, min_samples_leaf=2)",0.924674881,64.42629189,0.024025236,26.5,41.67481481,0.931468882,0.639744702,-99.73027269,0.061727041,-48.74833333,-65.00634921,0.650538915,4,4,3,2,3,4,13,13,10,10,10,13,69
"Ridge(alpha=0.1, solver='sag')",0.852628282,90.11566553,0.113409935,52.40149498,66.21929651,0.86075079,0.678247333,-87.96763933,0.090457524,-57.41074243,-68.47509028,0.705187021,12,12,12,12,12,12,11,11,12,11,13,11,69
LinearRegression(positive=True),0.852294217,90.21774592,0.120847926,51.86228758,65.76038219,0.860286387,0.674093693,-88.31723725,0.099860149,-57.53427642,-68.30192025,0.698324082,13,13,13,11,11,13,12,12,13,12,11,12,72
