,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.07, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=350, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.925188181382084,66.42395063536642,0.03769851551307856,27.849212646484375,44.92204944957387,0.9299504544101225,0.8839126240307034,-52.322923933184995,0.01982796531515113,-29.216961669921876,-37.287980541653106,0.8939031392246288,3,3,2,2,2,2,0,0,0,2,0,0,2
<catboost.core.CatBoostRegressor object at 0x00000206542A42B0>,0.9495620498025501,54.54039893865942,0.027944150511480432,29.974242056109745,39.573233070924935,0.9522026217548482,0.8794891057745703,-54.59835884071319,0.02393874547267167,-26.115033790963633,-37.79586055495318,0.8904621827577083,0,0,1,5,1,0,1,1,1,0,1,1,5
"ExtraTreesRegressor(max_depth=10, n_estimators=61, n_jobs=-4)",0.9427789011236059,58.09218248219916,0.020509193259801117,23.623448199448717,37.69465723704864,0.9436607530282066,0.8593786528347218,-59.892526615940625,0.025253564474913788,-27.051290260947518,-41.85047582279119,0.8829354310708748,1,1,0,0,0,1,2,2,3,1,2,2,12
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=650, subsample=0.6)",0.9262703429534133,65.94178559310527,0.04186557075737474,29.595729013149025,45.63633515833652,0.9285918572436885,0.8368909994242106,-61.52867218185655,0.024525586422864468,-30.484734085447354,-44.07465748355554,0.8804791927125507,2,2,3,4,3,3,4,3,2,3,3,3,18
"RandomForestRegressor(max_depth=22, n_estimators=200)",0.9090317948955491,73.24608369713826,0.04458490562464105,26.855000000000018,49.018499999999996,0.9147643827543858,0.8483269799036055,-65.3742711115495,0.03392970427601761,-31.775025000000007,-45.63038801169591,0.8618568691134028,5,5,4,1,4,4,3,4,4,5,4,4,24
"LGBMRegressor(learning_rate=0.09, max_depth=13, n_estimators=350, num_leaves=8)",0.9075575859080025,73.83720270080627,0.04737627153818703,48.83622907725332,55.73980874191491,0.9084363022289068,0.8362698622158291,-65.47049267838337,0.03859764744614861,-31.26359026972934,-46.56733563859542,0.8472322225819442,7,7,5,12,7,7,5,5,5,4,5,5,29
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=4, min_samples_split=5)",0.86867207051542,88.00718799835299,0.0597274912275636,29.319999999999993,53.451670995671,0.8699208872350596,0.7913693562802366,-74.52688762651367,0.04383193061740983,-40.653988095238084,-49.498332219437486,0.8109096603151565,12,12,6,3,5,12,8,7,6,6,6,9,42
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.8936477221700566,79.19777744848521,0.07321858691656846,47.27446666666668,61.07113248511081,0.9022802210482462,0.8069855739483923,-71.91780061613382,0.05190872417828924,-47.32753975396827,-56.38924685440664,0.8374731775165616,8,8,9,10,10,8,7,6,8,9,10,6,46
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.9103350061409257,72.71952904249808,0.06810030070833235,44.91676118412724,53.83365449620508,0.9132720572217833,0.8132292670719974,-75.65100208334371,0.06730752531330768,-43.54852488911366,-54.84781078354119,0.8343184796209705,4,4,8,8,6,5,6,9,11,7,7,7,47
"AdaBoostRegressor(loss='exponential', n_estimators=140)",0.8923728702063889,79.67103798527059,0.06445489547046036,40.33333333333337,56.385186161208836,0.8984380189458355,0.7453321392153198,-74.82329045711778,0.045958239051382396,-44.567306319560124,-56.263734448450506,0.8327450627880244,9,9,7,6,8,9,9,8,7,8,9,8,49
"MLPRegressor(hidden_layer_sizes=(70, 8), max_iter=60, solver='lbfgs')",0.9081922329045717,73.58330807420447,0.13919754856689454,45.64854699423496,57.246090184545245,0.9118792373837153,0.7293960864697052,-76.27639158882353,0.062313956803574676,-47.54953656973277,-56.093527612153366,0.7845262700634473,6,6,13,9,9,6,10,10,9,10,8,10,57
"Lasso(alpha=0.8, max_iter=3000)",0.8821021197682087,83.38589497673651,0.07669431147022165,47.30378102260556,62.34997350446387,0.8835490981148585,0.6821744632765494,-86.18706280184216,0.06527299374965999,-56.35719581554317,-67.13366335238867,0.6935843757891604,10,10,10,11,11,10,11,11,10,13,11,11,67
"Ridge(alpha=0.1, solver='sag')",0.8760228121050437,85.50873599679989,0.08472143862280011,41.82087767059198,63.2629116901119,0.8776793491613811,0.6755169341114504,-86.65549512212702,0.07005130760879086,-54.86345495470764,-67.13842347184914,0.6848186675419676,11,11,11,7,12,11,12,12,12,11,12,12,71
LinearRegression(positive=True),0.8644309071453408,89.41696832314024,0.0967868184211591,49.409434883546055,66.66489718789543,0.8663933586172801,0.6684362866606103,-87.15556270206488,0.07285717023538162,-56.32077956873426,-67.17324966308175,0.6778221419904314,13,13,12,13,13,13,13,13,13,12,13,13,77
