,Unnamed: 0,Hardness,Al,Co,Cr,Cu,Fe,Ni
60,145,473.0,0.182,0.091,0.182,0.182,0.182,0.182
61,146,278.0,0.107,0.0,0.179,0.179,0.179,0.357
62,147,155.0,0.0,0.2,0.2,0.2,0.2,0.2
63,148,161.0,0.0,0.213,0.15,0.213,0.213,0.213
64,149,495.0,0.11,0.0,0.29,0.29,0.05,0.26
65,150,430.0,0.25,0.25,0.0,0.0,0.25,0.25
66,151,573.0,0.273,0.0,0.182,0.182,0.182,0.182
67,165,655.0,0.15,0.283,0.283,0.0,0.283,0.0
68,166,238.0,0.091,0.0,0.182,0.182,0.182,0.364
69,167,339.0,0.153,0.0,0.169,0.169,0.169,0.339
70,168,567.0,0.286,0.0,0.143,0.143,0.143,0.286
71,187,811.0,0.46,0.14,0.23,0.05,0.07,0.05
72,188,790.0,0.44,0.14,0.22,0.05,0.09,0.06
73,201,828.0,0.43,0.14,0.21,0.05,0.12,0.05
74,202,849.0,0.47,0.18,0.15,0.05,0.1,0.05
75,203,883.0,0.47,0.2,0.18,0.05,0.05,0.05
76,204,864.0,0.43,0.18,0.2,0.0,0.12,0.07
77,205,841.0,0.47,0.17,0.16,0.05,0.1,0.05
78,206,882.0,0.43,0.22,0.22,0.0,0.08,0.05
79,207,883.0,0.43,0.22,0.23,0.0,0.07,0.05
80,208,828.0,0.43,0.2,0.21,0.0,0.09,0.07
81,209,848.0,0.43,0.22,0.25,0.0,0.05,0.05
82,210,878.0,0.47,0.19,0.19,0.05,0.05,0.05
83,211,782.0,0.43,0.29,0.18,0.0,0.05,0.05
84,212,865.0,0.43,0.25,0.22,0.0,0.05,0.05
85,213,851.5,0.445,0.22,0.195,0.025,0.065,0.05
86,214,117.0,0.07,0.233,0.233,0.0,0.233,0.233
87,215,228.0,0.13,0.217,0.217,0.0,0.217,0.217
88,243,135.3,0.025,0.25,0.225,0.0,0.25,0.25
89,244,147.2,0.05,0.25,0.2,0.0,0.25,0.25
90,245,175.3,0.075,0.25,0.175,0.0,0.25,0.25
91,246,190.4,0.1,0.25,0.15,0.0,0.25,0.25
92,247,210.6,0.125,0.25,0.125,0.0,0.25,0.25
93,248,250.3,0.15,0.25,0.1,0.0,0.25,0.25
94,249,314.1,0.175,0.25,0.075,0.0,0.25,0.25
95,250,386.5,0.2,0.25,0.05,0.0,0.25,0.25
96,251,486.3,0.225,0.25,0.025,0.0,0.25,0.25
