,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.11, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9386760060576456,55.36046815140722,0.018981745215973293,27.9302978515625,36.24420684814453,0.942779335375912,0.8927746440494542,-49.525946984425886,0.018066974104392414,-26.970462799072266,-35.57745343526204,0.8977284067896643,2,2,2,4,1,3,0,0,0,1,0,0,1
<catboost.core.CatBoostRegressor object at 0x0000025302F75070>,0.9278254293549734,60.05879888650851,0.03755743728377021,29.159508716004552,42.371046163603324,0.9418644258236375,0.8802737898208454,-52.26182641997818,0.025371743503648937,-24.963380443891783,-35.94356257990242,0.8911446471517837,6,6,7,5,4,4,1,1,3,0,1,1,7
"ExtraTreesRegressor(max_depth=15, n_estimators=61, n_jobs=-3)",0.9530302094374764,48.45000763710671,0.016331672946331432,22.377049180327845,33.00890103217971,0.9581366440431099,0.8758723846063132,-56.50005266372243,0.024435607273574456,-28.883251366120227,-38.020454513913535,0.8832935002841504,0,0,0,0,0,0,2,2,2,2,2,2,12
"GradientBoostingRegressor(learning_rate=0.09, n_estimators=200, subsample=0.7)",0.9319295454767869,58.326224248132114,0.02239791566735965,25.755800157003762,39.09192565830201,0.9379347335207683,0.8668891082528327,-56.76391928409439,0.023929853652501866,-29.643864380064947,-39.42229919882772,0.855203670609861,4,4,3,1,3,5,3,3,1,3,3,3,16
"RandomForestRegressor(max_depth=22, n_estimators=200)",0.9413136071994658,54.15683131101746,0.01831540780947822,26.66249999999988,37.94423333333333,0.9503352559526016,0.8322268013664763,-63.60504959546395,0.02837690508355676,-32.915975,-43.885627857142865,0.8459130512144334,1,1,1,3,2,1,4,4,4,4,4,4,24
"LGBMRegressor(learning_rate=0.11, max_depth=13, n_estimators=350, num_leaves=8)",0.8691037233952796,80.88131145448419,0.05930504502967148,33.823332497879164,58.20688590476349,0.8805261713358266,0.8108570017894692,-69.23868081897815,0.04360831186098882,-33.835944017884,-49.13151371694168,0.8246871859195073,9,9,9,8,10,9,5,5,7,5,5,7,34
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=50)",0.9334977853862038,57.65043546105599,0.035624348833491186,41.83800000000002,46.014918518518506,0.9468726807987747,0.7858114916313778,-73.23393343912691,0.059422768192662276,-44.776799999999994,-55.41838997354497,0.8445672665042796,3,3,6,10,5,2,7,8,8,9,8,5,45
AdaBoostRegressor(),0.928323893139523,59.85104562681297,0.03527518195030218,41.039999999999964,46.3776546504761,0.9332938554512372,0.7500100176079008,-78.34068675371202,0.0410710546191244,-44.4252805209092,-53.71294530544359,0.8224768946575306,5,5,5,9,6,6,9,10,6,8,6,8,47
"DecisionTreeRegressor(max_depth=20, min_samples_leaf=2)",0.9000377846969723,70.6809656218318,0.029898412738965666,30.5,48.248148148148154,0.9063843784492902,0.7286537689717982,-73.73775538205018,0.03936642317520832,-37.388333333333335,-54.92653968253968,0.688878707520314,7,7,4,6,7,7,10,9,5,6,7,13,50
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(40, 9), max_iter=60, solver='lbfgs')",0.8639886662832135,82.44647415349183,0.04907139624297528,26.432132740175007,53.17617940918713,0.8648357814911669,0.7676850092829524,-71.07697407455176,0.06635306718040686,-39.14043920728922,-57.35575268988026,0.7998140296314724,10,10,8,2,8,10,8,6,10,7,10,9,50
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.8800159186234702,77.43661376667487,0.48628035237415695,33.28542631597804,55.029986095259005,0.8842708791335893,0.8076070702875697,-72.99635048176802,0.11475879640671806,-46.355940156772725,-55.48212910829879,0.8385619396235151,8,8,13,7,9,8,6,7,13,10,9,6,51
"Ridge(alpha=0.1, solver='sag')",0.808101884572894,97.93093316794739,0.1649169216182081,46.32014055729951,67.17812544862123,0.8098475117695475,0.7035214570841084,-83.62234194200815,0.06770287425737354,-51.98717838670384,-64.37913122451283,0.7137577634483503,12,12,11,12,12,12,11,11,11,12,12,11,68
"Lasso(alpha=0.8, max_iter=3000)",0.8218586617381496,94.35542894325,0.31673856980752974,43.450803306791386,66.07975345619555,0.8237811528884921,0.7031507167867279,-83.70225935286217,0.0649639715947433,-54.56689863018229,-64.97252960373058,0.7162181343555298,11,11,12,11,11,11,12,12,9,13,13,10,69
LinearRegression(),0.7904112042213909,102.34545690783004,0.1304122504685193,46.847641206375556,70.3643753606599,0.7924768651335062,0.6980221940404778,-84.11247548632215,0.07190827438610756,-51.33045028050483,-64.31549227223266,0.7067875110346011,13,13,10,13,13,13,13,13,12,11,11,12,72
