,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.05, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.887007533,73.0355735,0.023374429,24.31967163,49.65456165,0.887560799,0.842542568,-49.60406229,0.016205602,-26.28260971,-36.07214908,0.862009925,4,4,0,0,3,4,1,0,0,1,1,1,4
<catboost.core.CatBoostRegressor object at 0x000002066942C130>,0.913431044,63.92795157,0.031872501,33.03882332,47.01346401,0.914908497,0.850388634,-50.06108148,0.021915422,-25.68062226,-35.77048077,0.878576606,0,0,5,4,0,0,0,1,3,0,0,0,4
"GradientBoostingRegressor(learning_rate=0.03, max_depth=5, n_estimators=200,
                          subsample=0.6)",0.890223083,71.98884617,0.02407052,27.57174457,47.27721059,0.890226484,0.830835551,-52.05197161,0.01739441,-27.0054128,-37.22786967,0.849617839,3,3,1,1,1,3,2,2,1,2,2,3,12
"ExtraTreesRegressor(max_depth=20, n_estimators=21, n_jobs=-3)",0.882292352,74.54388757,0.026898558,30.96428571,49.07466667,0.882406272,0.823927998,-53.41308765,0.020863289,-29.96047619,-39.31160889,0.855291372,5,5,2,3,2,5,3,3,2,3,3,2,16
"RandomForestRegressor(max_depth=22, n_estimators=500)",0.872280036,77.64957649,0.027541661,28.0422,50.37386,0.872571342,0.812745253,-58.13893617,0.023188102,-31.19572,-41.78627154,0.844493796,7,7,3,2,5,7,5,4,4,4,4,5,26
"LGBMRegressor(learning_rate=0.03, max_depth=7, n_estimators=500, num_leaves=8)",0.892155151,71.35253415,0.032222067,43.51695409,55.22844078,0.893458022,0.814701887,-58.49487621,0.028858967,-32.71712619,-42.69754855,0.848253836,2,2,6,7,6,2,4,5,5,5,5,4,28
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=350)",0.869761338,78.41148182,0.045102669,49.102,59.89773401,0.869922671,0.787013188,-65.90051351,0.04464408,-45.78722434,-52.29020118,0.835828361,8,8,9,12,9,8,6,6,9,8,6,6,41
AdaBoostRegressor(loss='exponential'),0.863149938,80.3770748,0.037778467,41.17391304,58.37108625,0.863385721,0.702807121,-68.51573094,0.039129086,-42.23121059,-52.33081885,0.807829422,9,9,7,6,8,9,9,8,7,7,7,9,47
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.876276943,76.42492463,0.044901275,44.7850495,58.05308254,0.876386537,0.782961041,-72.3138823,0.050968198,-49.49113504,-55.10016828,0.812980667,6,6,8,9,7,6,7,9,10,9,9,7,51
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(70, 7), max_iter=60,
             solver='lbfgs')",0.90680598,66.32904123,0.028802694,43.5431458,50.06567552,0.908185208,0.739082795,-67.08572779,0.044521482,-73.79790446,-55.23238518,0.810230124,1,1,4,8,4,1,8,7,8,13,10,8,54
"DecisionTreeRegressor(max_depth=25, min_samples_leaf=2, min_samples_split=5)",0.795386951,98.28253772,0.050318154,39.91666667,62.61283333,0.803043689,0.59258844,-79.10396597,0.038872556,-38.65666667,-54.64053309,0.649011887,13,13,13,5,10,13,13,10,6,6,8,13,56
"Lasso(alpha=0.3, max_iter=8000)",0.847886552,84.74098408,0.047424422,47.89597006,62.75002519,0.848194503,0.683111815,-79.73032517,0.073276184,-53.29647862,-62.41458709,0.695208941,10,10,10,10,12,10,10,11,11,11,11,10,64
"Ridge(alpha=0.1, solver='sag')",0.847866654,84.74652631,0.047956947,50.32564636,62.89402058,0.848042947,0.682336536,-79.88797157,0.081258807,-53.30513795,-62.52075425,0.694236779,11,11,11,13,13,11,11,12,12,12,13,11,71
LinearRegression(positive=True),0.846513184,85.12266978,0.048616152,48.7432439,62.74855344,0.846660515,0.679588453,-80.07919791,0.09182635,-52.7614635,-62.49025091,0.690959445,12,12,12,11,11,12,12,13,13,10,12,12,72
