,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.924052969526917,55.900909716743726,0.02724011417624454,29.205078125,40.0755259529489,0.9260959957392682,0.9214271951822051,-53.106926285164676,0.018991450045505953,-27.606700897216797,-38.05080630238851,0.926273901659196,0,0,0,1,0,0,0,0,0,2,0,0,2
<catboost.core.CatBoostRegressor object at 0x00000206668889D0>,0.9202586143013589,57.28031081467492,0.03108231698291903,29.32091099825334,41.77204800627235,0.9231073217976565,0.9149014919589626,-55.5240341350409,0.022366933163638875,-28.62628535321925,-40.060464572448744,0.9196600916307407,1,1,1,2,1,1,1,1,1,3,1,1,8
"GradientBoostingRegressor(learning_rate=0.03, max_depth=9, n_estimators=650,
                          subsample=0.6)",0.9062378813558555,62.11223870591314,0.03497841536448382,20.919502731402645,41.80948259808931,0.9107545735527948,0.9049252316956047,-57.42063237403163,0.024609752375311697,-25.78502373591827,-40.948968919806994,0.914993227379657,5,5,4,0,2,5,2,2,2,0,2,2,10
"ExtraTreesRegressor(max_depth=10, n_estimators=21, n_jobs=-2)",0.9147313304522049,59.23224863464008,0.031965901984622076,34.105750915751,43.241706914200634,0.9194183843346908,0.9023254050529463,-60.59905134945284,0.027637587879957036,-26.909404873073278,-41.73716459239719,0.9108770638190272,2,2,2,4,3,2,4,4,3,1,3,3,18
"LGBMRegressor(learning_rate=0.11, max_depth=19, n_estimators=650, num_leaves=8)",0.9120209105098475,60.166286620085366,0.0359978657577603,33.00238720381867,44.87411091822407,0.9126851295943195,0.903071274991299,-58.69636625439922,0.030090118060248538,-33.02974335256063,-44.069246079025035,0.9099196128218564,4,4,5,3,4,4,3,3,5,6,4,4,25
"RandomForestRegressor(max_depth=18, n_estimators=200)",0.912279112816097,60.07793330255079,0.03358228873305752,37.899500000000046,44.98240163934428,0.9166461941531684,0.8943005517862377,-62.816775305036586,0.02851136037893534,-30.46985,-44.52131726190477,0.8990694804006238,3,3,3,6,5,3,5,5,4,4,5,5,28
"AdaBoostRegressor(loss='square', n_estimators=110)",0.9021634971685463,63.447415635756016,0.0378401522688477,46.5,49.20848791810107,0.9077872510539511,0.8759175575348751,-68.47929039111163,0.038167680927137,-38.471380256320934,-50.96772596715728,0.8844159671557639,6,6,7,7,6,6,6,6,6,7,7,6,38
DecisionTreeRegressor(max_depth=15),0.8520054609222096,78.0344406940053,0.037698936352872095,35.0,50.61147540983607,0.8586590185544848,0.8579685293853375,-77.17556197830157,0.038199741839567355,-30.54,-49.19092857142857,0.8418846454540596,9,9,6,5,7,9,7,9,7,5,6,10,44
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.8736583876864018,72.10023564989412,0.06649016116410927,51.525833333333196,59.945445469034624,0.8834938376572559,0.8541251645179931,-74.97397590760778,0.052578409719470386,-52.90685208333334,-60.31272892809045,0.8580451696242107,7,7,8,10,9,7,8,7,8,10,10,7,50
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 8), max_iter=60, solver='lbfgs')",0.867650470631455,73.79461603337977,0.1222704801017029,49.569916256045985,57.26368661726195,0.8679298530846766,0.8307624660968198,-75.24728367780465,0.05913399093553229,-46.84030850324806,-55.81549859319959,0.8505078052488948,8,8,10,9,8,8,10,8,9,9,8,9,53
"SVR(C=1.6, cache_size=3000, epsilon=0.09, gamma=4, kernel='poly')",0.829936267464287,83.65065194668816,0.15786521109437893,49.47403595098484,61.57067468967214,0.8302682687572389,0.8424592116469547,-77.18134023514114,0.10468229099057305,-44.700969100467454,-58.69445713586729,0.8552813274280435,10,10,12,8,10,10,9,10,13,8,9,8,57
"Lasso(alpha=0.6, max_iter=3000)",0.8153718602941541,87.15903708947046,0.10077669402302569,55.735541809771036,68.84809083546864,0.8167549066303831,0.7819866968216611,-88.49677203398777,0.07359453148478408,-59.53973176058857,-70.14636057429877,0.7930612783286588,11,11,9,13,11,11,11,11,10,13,13,11,69
LinearRegression(positive=True),0.8007347099801877,90.54809222955367,0.23596977981750336,54.29933916457776,71.43755939485722,0.8022248532328903,0.7808893294448161,-88.62199497689721,0.08131779755423243,-57.404354646807136,-69.26847863889842,0.7924893945877056,13,13,13,11,13,13,13,12,12,11,11,13,72
"Ridge(alpha=0.1, solver='sag')",0.8071598132025344,89.0763162464576,0.13232154187802642,54.567741527815485,69.71654868726826,0.8084523590296435,0.7811784360757807,-88.63101720004703,0.07779808514369743,-58.376948654479556,-69.97877154115247,0.7926559756182379,12,12,11,12,12,12,12,13,11,12,12,12,72
