,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=500, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.8775882871965915,78.33011046605151,0.03567748896766248,38.749481201171875,51.00239910888672,0.8830294821274316,0.8418054831314172,-49.524273847630255,0.01743879440208565,-28.149581756591793,-36.368352230296416,0.8648276784444329,4,4,2,3,2,4,1,0,0,0,0,1,2
<catboost.core.CatBoostRegressor object at 0x0000020667A1C820>,0.8887146028944717,74.68550838595614,0.032280635667943994,29.585494384140787,48.557000408600814,0.8909892754202847,0.8535513291499125,-50.02393177675246,0.02074120072193632,-29.836079695510705,-36.477081490375596,0.875725752695487,3,3,1,0,1,3,0,1,1,1,1,0,4
"ExtraTreesRegressor(max_depth=15, n_estimators=41, n_jobs=-3)",0.8976085042516618,71.63894727179196,0.030333619723358716,30.734146341463443,45.790341463414634,0.8985138877036778,0.8260626699229416,-55.849939957513364,0.02220727888513157,-32.39630081300812,-40.81229360951698,0.855492416873612,2,2,0,1,0,2,2,2,2,2,3,2,13
"GradientBoostingRegressor(learning_rate=0.03, max_depth=5, n_estimators=200,
                          subsample=0.6)",0.863909723879069,82.59063387370686,0.04253826109949503,40.114292948771606,53.971437339766496,0.8682122942303423,0.8161521480809497,-56.15960340886208,0.022273708268745338,-34.268838515553746,-40.04227744465989,0.8442582994469328,6,6,3,6,4,6,3,3,3,3,2,4,18
"LGBMRegressor(learning_rate=0.11, max_depth=13, n_estimators=650, num_leaves=5)",0.8668166531761468,81.70379209796174,0.051691036230746674,39.07426769409881,55.757286025814174,0.8718410147508865,0.8025155428392978,-56.89927035222258,0.02546112898897984,-36.371899233105566,-42.96475245147659,0.8391207201574529,5,5,5,5,5,5,4,4,4,4,5,5,26
"RandomForestRegressor(max_depth=14, n_estimators=200)",0.8504475747447693,86.57928237962011,0.044492537508959956,39.0622500000005,60.587180000000025,0.8523829834976432,0.7985742757147176,-59.45688733225654,0.026555618472314878,-38.41369999999999,-42.45003474264707,0.8451695774521113,11,11,4,4,7,11,5,5,5,6,4,3,28
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 9), max_iter=60,
             solver='lbfgs')",0.9008532495031916,70.49470445506932,0.06184652675500679,40.29743620644848,52.42887945125376,0.9009810422486721,0.7600047490475823,-67.43429536532344,0.045739490956027425,-38.31131241860032,-51.8834362879218,0.7686860809215059,0,0,11,7,3,0,7,6,7,5,6,8,39
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.860156200601059,83.72185822559159,0.053017777247416305,55.43383333333341,64.6712232142857,0.8611826178370461,0.7649481983906194,-67.64483872435956,0.0487961770700007,-50.74993478535354,-54.683235102218575,0.8087067322684656,7,7,7,13,11,7,6,7,9,10,9,6,47
"SVR(C=1.6, cache_size=2000, epsilon=0.06, gamma=4, kernel='poly')",0.8984113065653468,71.35755140439456,0.07108915729780976,51.42589596469031,57.086619452564875,0.8989111474888423,0.7545011905616255,-69.20651343846258,0.11128965015149132,-48.72815934896619,-54.131050579754046,0.7882751525473607,1,1,12,12,6,1,8,8,13,9,8,7,53
"DecisionTreeRegressor(max_depth=10, min_samples_leaf=2)",0.7738668218822383,106.46317036630295,0.0823668694045224,36.416666666666686,66.75666666666667,0.7757530570834867,0.7410191653740086,-79.47719796536397,0.0465153853653677,-40.358333333333334,-52.998382352941164,0.7332950100436695,13,13,13,2,12,13,9,13,8,7,7,10,54
"AdaBoostRegressor(learning_rate=0.01, loss='exponential', n_estimators=140)",0.8315650102937345,91.88262812187045,0.05907850538849538,49.05499999999995,67.55398142504295,0.8340914895580247,0.6761952921205823,-74.24906194612362,0.03884102080468834,-44.0963166389451,-54.86574720623673,0.7672796689629734,12,12,10,11,13,12,13,9,6,8,10,9,55
"Lasso(alpha=0.1, max_iter=4000)",0.8557307165208612,85.03626743390114,0.05300434726001299,44.94119607733785,61.569863475885306,0.8571644058589747,0.6934257247552912,-78.58602065201224,0.07764003712225508,-54.36442976985355,-61.22704490630548,0.7021858901019652,8,8,6,10,10,8,10,10,10,13,11,11,65
"Ridge(alpha=0.0, solver='cholesky')",0.8552040597565699,85.19133900155974,0.05510550741524363,42.399763590576185,61.51730733995947,0.8566564567635959,0.6864268882040195,-78.95933598700609,0.08182029053659466,-54.020975402204975,-61.29382411160263,0.6947045903174665,10,10,9,9,9,10,11,11,11,11,12,12,68
LinearRegression(),0.8552040597565924,85.19133900155312,0.055105507415202946,42.39976359054208,61.51730733995152,0.8566564567636175,0.6864268882039419,-78.9593359870114,0.08182029053679979,-54.02097540220918,-61.293824111604295,0.694704590317369,9,9,8,8,8,9,12,12,12,12,13,13,74
