,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.01, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.950258563,50.2388929,0.016062253,22.9175415,36.56045085,0.955132061,0.889571115,-46.51094188,0.01557457,-24.20303482,-33.80781212,0.912454308,1,1,0,3,1,1,1,0,0,0,0,0,1
<catboost.core.CatBoostRegressor object at 0x0000025307087760>,0.937791836,56.18295646,0.027637362,22.29374085,41.47838857,0.944698438,0.884668429,-46.69077143,0.021002782,-25.17855516,-34.04875854,0.895401142,3,3,5,2,5,3,3,1,3,1,1,1,10
"GradientBoostingRegressor(learning_rate=0.07, max_depth=5, n_estimators=200,
                          subsample=0.7)",0.951825893,49.44105562,0.016580245,25.48693066,36.18041443,0.963290235,0.887572465,-50.54139791,0.017993937,-27.41740927,-37.41605887,0.893936263,0,0,1,5,0,0,2,2,1,3,2,2,12
"ExtraTreesRegressor(max_depth=25, n_estimators=21, n_jobs=-2)",0.935628338,57.1515825,0.02186052,25.36190476,40.32878307,0.943173394,0.905237709,-51.02864706,0.019175939,-26.30166667,-37.44039683,0.887605079,4,4,3,4,3,4,0,3,2,2,3,3,13
"RandomForestRegressor(max_depth=18, n_estimators=350)",0.942179829,54.165229,0.017424358,22.14885714,37.03798095,0.947627066,0.870217314,-55.39680686,0.025073222,-29.59802857,-39.49728054,0.881969752,2,2,2,1,2,2,4,4,4,4,4,4,24
"AdaBoostRegressor(loss='square', n_estimators=110)",0.934462673,57.66672141,0.023272387,31.27826087,41.24738979,0.939331828,0.85392098,-64.01967406,0.030539518,-30.52890759,-43.3541982,0.863412835,5,5,4,8,4,5,5,6,5,5,5,7,33
"LGBMRegressor(learning_rate=0.09, max_depth=19, n_estimators=200, num_leaves=8)",0.920911092,63.34884291,0.02997929,27.67537163,44.64224977,0.931639827,0.827565964,-59.92903277,0.033475453,-34.22347079,-43.51424855,0.869460517,7,7,7,6,6,7,7,5,6,6,6,5,35
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=200)",0.928145744,60.38195188,0.037217741,37.0625,48.23259588,0.935788977,0.837008959,-65.33539075,0.047843148,-45.30414405,-51.06513224,0.863899153,6,6,9,9,8,6,6,7,7,9,9,6,44
DecisionTreeRegressor(max_depth=15),0.888510802,75.21375908,0.034351421,41,54.20222222,0.916409144,0.725328867,-65.37762286,0.0527612,-36.48,-50.052,0.799719694,10,10,8,11,10,8,10,8,8,7,8,10,51
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.908510774,68.13431191,0.058186767,29.6534663,48.42689576,0.914322836,0.826082316,-69.53989658,0.083631803,-42.92154646,-52.20647558,0.859039077,8,8,10,7,9,9,8,9,13,8,10,8,56
"MLPRegressor(alpha=0.01, hidden_layer_sizes=(40, 6), max_iter=60,
             solver='lbfgs')",0.89981374,71.29925328,0.02843222,21.73251614,46.30601234,0.901972616,0.808631295,-142.5832428,0.058684721,-57.67840703,-48.1898121,0.847506417,9,9,6,0,7,10,9,13,9,13,7,9,60
"Lasso(alpha=0.8, max_iter=3000)",0.873351765,80.1642011,0.068612866,42.97820307,61.27191134,0.874918653,0.719002082,-80.57480171,0.063123658,-51.23227604,-63.77522559,0.736013326,11,11,11,13,13,11,11,10,10,10,12,11,64
"Ridge(alpha=0.1, solver='sag')",0.871755659,80.66776114,0.073664676,41.07778542,60.89079233,0.873739515,0.717112312,-80.94805912,0.074585835,-52.91341278,-63.87196816,0.733891968,13,13,12,12,12,12,12,11,11,12,13,12,71
LinearRegression(positive=True),0.871758609,80.66683314,0.076220423,39.94944237,60.44501397,0.873729052,0.713598556,-81.1499964,0.078749563,-52.35682054,-63.75932018,0.729982913,12,12,13,10,11,13,13,12,12,11,11,13,72
