,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
<catboost.core.CatBoostRegressor object at 0x0000020663DFEA60>,0.875989549,77.79062517,0.037754779,42.52815263,54.16278938,0.877482146,0.845126771,-53.59389284,0.025418604,-25.45402315,-36.5425451,0.867774148,0,0,0,6,0,0,0,1,2,0,0,0,3
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=200, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.787896559,101.7353713,0.061667707,31.42245483,62.0335188,0.800600695,0.82849746,-51.16586917,0.018252913,-26.22179672,-36.96660418,0.863698076,9,9,5,2,3,6,1,0,0,1,1,1,4
"GradientBoostingRegressor(learning_rate=0.07, max_depth=5, n_estimators=650,
                          subsample=0.7)",0.760450941,108.1173399,0.075091791,29.17734381,62.31266404,0.765012912,0.799431721,-55.52796855,0.021870024,-28.06435471,-39.2810635,0.828049885,10,10,10,0,4,10,4,2,1,2,2,4,15
"ExtraTreesRegressor(max_depth=10, n_estimators=81, n_jobs=-5)",0.823530951,92.79666965,0.050264153,29.38496681,56.22888288,0.82764515,0.812128897,-57.93300723,0.025768619,-28.67198463,-40.06791084,0.845980306,5,5,2,1,1,5,2,3,3,3,3,2,16
"RandomForestRegressor(max_depth=18, min_samples_split=5, n_estimators=50)",0.754214229,109.515726,0.080079063,34.17285952,69.35572274,0.760445513,0.809390225,-62.06061077,0.029066875,-31.19513536,-45.65741949,0.832911764,11,11,11,3,8,11,3,4,5,4,4,3,23
"LGBMRegressor(learning_rate=0.07, max_depth=13, n_estimators=350, num_leaves=5)",0.83898517,88.64026723,0.051014561,45.47674511,61.66055038,0.843081395,0.792879835,-64.77860391,0.036421169,-33.8229311,-46.48571508,0.814974151,2,2,3,9,2,2,5,5,6,5,5,7,33
"DecisionTreeRegressor(max_depth=20, min_samples_split=5)",0.741225425,112.3722092,0.090517032,37.66666667,70.19233333,0.745919081,0.725611401,-72.54507537,0.028617915,-37.83125,-48.85963235,0.771036227,12,12,12,4,9,12,9,8,4,6,6,9,42
"MLPRegressor(alpha=0.1, hidden_layer_sizes=(60, 7), max_iter=60, solver='lbfgs')",0.828536692,91.47106111,0.044437645,49.22162523,68.05681067,0.828764493,0.736431515,-67.71165881,0.111907375,-37.96460898,-54.38813968,0.827946232,4,4,1,12,6,4,8,6,11,7,7,5,44
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.829877525,91.11270991,0.06253978,60.88791538,69.30087338,0.831918595,0.777078803,-71.8276594,0.055237221,-45.72095646,-55.03163887,0.812106544,3,3,6,13,7,3,7,7,8,9,8,8,47
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.849392373,85.7277846,0.060331485,47.60342993,64.20416575,0.851416473,0.79002677,-74.4827161,0.150211732,-49.64393667,-55.901053,0.820216097,1,1,4,10,5,1,6,9,13,10,9,6,53
"AdaBoostRegressor(learning_rate=0.01, loss='exponential')",0.719950914,116.9001846,0.092383514,41.71218944,74.54347489,0.728588571,0.681565738,-75.63474383,0.044958636,-43.88141472,-56.05700332,0.750185039,13,13,13,5,13,13,11,10,7,8,10,10,56
"Lasso(alpha=0.5, max_iter=7000)",0.796601662,99.62579894,0.0640407,42.53680992,71.89364346,0.799805765,0.683888329,-82.75380774,0.107135917,-55.87761661,-63.19913132,0.695130543,7,7,8,7,12,8,10,11,10,13,12,11,67
LinearRegression(),0.790866858,101.0205081,0.067558604,47.88486043,71.75810598,0.793418694,0.667060083,-83.74469817,0.096139115,-52.29150348,-63.04462579,0.67850801,8,8,9,11,11,9,13,13,9,11,11,13,70
"Ridge(alpha=0.1, solver='sag')",0.796792165,99.57913338,0.063315524,44.89199877,71.66488709,0.799879839,0.676244513,-83.26506914,0.124102782,-55.00141267,-63.32375441,0.687450678,6,6,7,8,10,7,12,12,12,12,13,12,73
