,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.01, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9418536956038631,56.12994493644727,0.02188563096312902,23.532470703125,38.741087081584524,0.9420586330804279,0.9300023185765921,-43.771047986597246,0.014978556531909302,-21.348435363769532,-31.63322054824829,0.9309143596664207,0,0,1,0,0,0,1,0,0,0,1,1,3
<catboost.core.CatBoostRegressor object at 0x0000011E1A5A5370>,0.9303500480835338,61.431902867420625,0.04312467043086464,28.75452049201084,44.07562189990146,0.930926207233193,0.9342473431045801,-45.401448022994536,0.021158446149916285,-21.74395649530016,-30.61574467281929,0.9366989113811732,4,4,6,3,4,4,0,1,3,1,0,0,5
"GradientBoostingRegressor(learning_rate=0.11, n_estimators=500, subsample=0.6)",0.9350500626627214,59.32297543830974,0.021420459643156683,24.90045694794307,40.9294406754181,0.9350625052583809,0.9104396050002048,-46.83832511915181,0.017060318404503807,-25.34566211167533,-32.27999654870338,0.9280646623826085,2,2,0,1,1,2,2,2,1,4,2,2,13
"ExtraTreesRegressor(max_depth=20, n_estimators=41, n_jobs=-3)",0.939739345198284,57.14134789766793,0.024311564520173013,37.243902439024396,41.678614426569816,0.9400453849690232,0.894000270085133,-50.22287814505692,0.019192080529088704,-24.948353658536604,-35.17743028455284,0.9244464870654145,1,1,2,7,2,1,5,3,2,3,3,3,19
"RandomForestRegressor(max_depth=26, n_estimators=50)",0.9345789793942507,59.53772214865309,0.024793127524370986,27.30000000000001,42.646076595744695,0.9345810314351631,0.8944717439480234,-56.255867372740624,0.0251112058707617,-28.08014,-37.79625933333334,0.905229771896377,3,3,3,2,3,3,4,6,4,5,4,4,27
"LGBMRegressor(learning_rate=0.09, max_depth=7, n_estimators=650, num_leaves=5)",0.9238935024749372,64.21617379696801,0.04796266372540776,36.074874763102116,49.4187089188374,0.9256762640243179,0.897548174311235,-54.294379038997405,0.03393793967368105,-28.300344133349785,-38.0699808490954,0.9018492815819968,5,5,7,5,6,5,3,4,6,6,5,5,29
"DecisionTreeRegressor(max_depth=15, min_samples_split=5)",0.9226805406178776,64.72587971564805,0.030589971119097694,32.5,47.686950354609934,0.9230514955963891,0.8614250464256941,-59.71182330556584,0.03877327829329761,-23.84166666666666,-39.21229097222222,0.8756718376421239,6,6,4,4,5,6,7,7,7,2,6,6,35
"AdaBoostRegressor(loss='square', n_estimators=110)",0.9167945833496977,67.14433196160186,0.03507687764546104,37.7714285714286,50.1024986228463,0.9172696061570831,0.8851379266918677,-55.51425645654323,0.030884397065196974,-33.88967719535366,-43.55827777922984,0.8641295210611183,7,7,5,8,7,7,6,5,5,7,7,10,40
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=500)",0.8801272889529257,80.59233173448673,0.062454408504607,40.205520000000035,58.74244573623782,0.8801594387841261,0.8597653882209798,-66.0080508654706,0.05050218724702953,-43.31237358644142,-51.428130139556046,0.8675289742759,9,9,10,9,9,9,8,8,8,10,9,8,51
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(60, 9), max_iter=60,
             solver='lbfgs')",0.8658274246555951,85.26394747117912,0.06694173105837779,43.04570137209248,62.2915000260281,0.8662668174352989,0.8411016337978454,-70.01863170726313,0.09779093430405175,-38.03058123278847,-48.71404970752273,0.8702986336427128,10,10,13,10,10,10,9,9,11,8,8,7,52
"SVR(C=1.6, cache_size=2000, epsilon=0.09, gamma=4, kernel='poly')",0.9077344787704276,70.70551293014292,0.04853943732928444,36.911700794617104,53.848154065661454,0.9091931391666322,0.8377774420813694,-71.16495887262168,0.12385203787598524,-39.42185027121524,-53.34507841934118,0.8674055779274393,8,8,8,6,8,8,10,10,13,9,10,9,61
Ridge(solver='sag'),0.8621942775227442,86.41063240816146,0.06099880495349152,48.58967659735828,66.5221033477724,0.862323355105579,0.7257513503017811,-85.43973846785845,0.0729330570175559,-63.46249277717236,-69.94130329686183,0.7434165697108509,11,11,9,11,11,11,11,11,9,13,12,11,67
"Lasso(alpha=0.1, max_iter=4000)",0.8487789659633713,90.51898158541441,0.06449238472392017,52.469671710800355,67.63641460100918,0.8488525545143132,0.7094413277230875,-85.78217046828682,0.08965390652960883,-58.34191579991509,-68.49440775054256,0.7352964184453368,12,12,11,12,12,12,12,12,10,12,11,12,69
LinearRegression(),0.8482550230590316,90.67565875984275,0.06491676827364101,52.52212288131693,67.72085408404291,0.8483517141232132,0.4698058812819864,-133.780604552316,0.11080375968774102,-58.23007716380838,-78.96108184437621,0.5084992033523701,13,13,12,13,13,13,13,13,12,11,13,13,75
