,R2,RMSE,MSLE,MEDAE,MAE,EVS,10kf_R2,10kf_RMSE,10kf_MSLE,10kf_MEDAE,10kf_MAE,10kf_EVS,R2_sort,RMSE_sort,MSLE_sort,MEDAE_sort,MAE_sort,EVS_sort,10kf_R2_sort,10kf_RMSE_sort,10kf_MSLE_sort,10kf_MEDAE_sort,10kf_MAE_sort,10kf_EVS_sort,sort_score
"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             gamma=None, gpu_id=None, grow_policy=None, importance_type=None,
             interaction_constraints=None, learning_rate=0.03, max_bin=None,
             max_cat_threshold=None, max_cat_to_onehot=None,
             max_delta_step=None, max_depth=None, max_leaves=None,
             min_child_weight=None, missing=nan, monotone_constraints=None,
             n_estimators=650, n_jobs=None, num_parallel_tree=None,
             predictor=None, random_state=None, ...)",0.9370769875829859,57.679614911020494,0.019207794477032213,21.284515380859375,40.76604831883165,0.9393739627414844,0.8926891371749646,-53.038896902575026,0.018064654535822563,-27.758356475830077,-38.15171892620268,0.8998593250837571,1,1,2,0,0,1,0,1,0,2,1,1,5
<catboost.core.CatBoostRegressor object at 0x0000020662968A30>,0.9345930583367509,58.80706712588061,0.01874218382575926,25.750517714238413,41.65047849337189,0.9359317823383425,0.8848098159274815,-52.80193453354302,0.019990876864695487,-26.711864420140586,-36.617629339934744,0.8996429353387564,2,2,1,2,2,2,2,0,1,1,0,2,6
"ExtraTreesRegressor(max_depth=25, n_estimators=41, n_jobs=-2)",0.934022907233903,59.0628210438545,0.01825180188111139,28.658536585365823,42.4155537784886,0.9347836099678511,0.8657627406006577,-58.570769082292166,0.020739285590206796,-26.661829268292685,-38.48007549361208,0.90175910027212,3,3,0,3,3,3,3,2,2,0,2,0,9
"GradientBoostingRegressor(learning_rate=0.09, max_depth=9, n_estimators=200,
                          subsample=0.6)",0.9398095009332854,56.413308568044584,0.023489442110982875,24.674545120625794,41.275137403840844,0.9398761707481885,0.8849797144890479,-60.16117778681594,0.024004868614274154,-29.529801961054517,-41.46927404135691,0.8888687369800585,0,0,3,1,1,0,1,3,3,3,3,3,16
"RandomForestRegressor(max_depth=26, n_estimators=350)",0.9281727010332015,61.62577114447244,0.027684315106242103,31.9028571428571,44.3920140515223,0.9285088159908252,0.8578807103440763,-62.65531408383214,0.03033730352142674,-30.229314285714274,-44.66785693877552,0.8785126977334743,5,5,5,6,4,5,4,5,4,4,4,4,25
"LGBMRegressor(learning_rate=0.07, max_depth=13, n_estimators=350, num_leaves=5)",0.9222463048150454,64.11772699486984,0.02391557930822475,29.039673150046667,46.98507637563529,0.9261667514117037,0.8445955800359478,-61.96393736788191,0.030432405069009866,-33.75684362563103,-45.059430257864356,0.8578181018098089,6,6,4,4,5,6,5,4,5,5,5,6,30
"AdaBoostRegressor(loss='square', n_estimators=80)",0.9292069595709039,61.18048022585766,0.03239090629953229,42.0,49.431491333362125,0.9292489050325898,0.8364491365425739,-66.71941379495668,0.03594746998599951,-40.93089297707419,-50.115834332148026,0.8608072765052361,4,4,7,9,6,4,6,6,6,6,6,5,35
"BaggingRegressor(max_features=0.7000000000000001,
                 max_samples=0.7000000000000001, n_estimators=650)",0.9045029944898932,71.05791758949844,0.04887928470883316,47.48164102564107,55.7729877739257,0.9047045560988402,0.8197472444255791,-71.08601477384748,0.049944316323330844,-47.77642510767009,-56.250801784526345,0.8565712008355663,7,7,10,10,10,8,7,8,7,10,9,7,48
"MLPRegressor(alpha=0.001, hidden_layer_sizes=(70, 7), max_iter=60,
             solver='lbfgs')",0.9037608521125899,71.33349184358718,0.028920341554743274,37.73871834983265,54.04369843181913,0.9151606138521498,0.7246209612340583,-74.5909957625446,0.05291076871056461,-42.92419020663514,-56.027161560469004,0.7469039504878057,8,8,6,7,8,7,9,9,8,8,8,9,51
"SVR(C=1.6, cache_size=4000, epsilon=0.09, gamma=4, kernel='poly')",0.8967148804222055,73.89864537416548,0.045236236367753084,38.44798559598394,55.359974134204165,0.9031693933577035,0.80878896769086,-70.89470428444103,0.14647116069107158,-44.19024022983807,-54.06859052979937,0.8220812220655533,9,9,8,8,9,9,8,7,13,9,7,8,52
DecisionTreeRegressor(max_depth=15),0.8740546136664595,81.60348955894423,0.04763112280891155,30.0,53.56393442622951,0.8755665565976911,0.5380939825392632,-83.32808201549435,0.06224694339764836,-41.0,-59.259190476190476,0.7229222037052185,10,10,9,5,7,10,13,10,9,7,10,10,59
"Lasso(alpha=0.2, max_iter=4000)",0.8696718262007256,83.01121185970362,0.0770097355299946,64.64709719167479,67.00467622609618,0.8745205234523079,0.6953906383470122,-84.59638489452337,0.07459246418662199,-56.014638472668686,-66.34957372774883,0.7183754698842932,12,12,11,11,12,12,10,11,10,13,12,11,67
"Ridge(alpha=0.1, solver='sag')",0.8694881596194688,83.06968355191923,0.07927410363193964,65.0468380058833,67.07344817036685,0.8744212973626097,0.693810940048795,-84.7654468397232,0.07590757842915957,-55.506570134383104,-66.55407193197009,0.7166924478461034,13,13,12,12,13,13,11,12,11,12,13,12,71
LinearRegression(),0.8708249296402857,82.64316717924346,0.08955929875242369,66.00162367431312,66.32560104741971,0.8755124012094121,0.6852257802989901,-84.91234466784017,0.08048873955426553,-54.73225053037258,-66.11813521443459,0.71253025288909,11,11,13,13,11,11,12,13,12,11,11,13,72
